Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
5.9605200431059904e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999694,0.1186699660299624,0.022821567693054243,0.0,2.1324762101669364e-54,1.7703063409454753e-30,2.1206622285325083e-72,8.899663195872551e-46,1.632992466475631e-110,5.260631616343914e-17,1.0612387388693052e-89,5.2606316163429816e-17,6.48192859811508e-61,7.320889047396706e-60,2.2683990917301867e-93,2.6302035716344917e-94,3.1273460777248513e-44,4.78591418085222e-71,2.872975343858981e-15,8.506369370489945e-17,3.405384900713208e-19,5.369787050607014e-32,1.9883402417382966e-31,3.405384896015563e-19,2.3183532341579996e-28,2.952433655924224e-34,3.581398135034053e-39,2.086254778134945e-64,6.913333885504872e-44,3.273003698573898e-61,1.068888655874332e-45,3.9948642888626664e-87,1.984281173649931e-90,1.7888345637498985e-31,3.046151406615816e-75,4.430083580775144e-85
1.1926218644025279e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799994,0.11866996602995947,0.022821567693054202,0.0,3.414740504173368e-53,7.085838929274835e-30,1.388190219374391e-70,7.126948500922285e-45,4.275387882791259e-108,1.0525833720626233e-16,6.80242542735218e-88,1.0525833720622506e-16,1.038235071252686e-59,1.1727053893843471e-58,2.9695874549012824e-91,3.443229878354763e-92,2.5037783948510772e-43,2.5906906224512303e-69,5.748446756651292e-15,1.7020129157461456e-16,6.813728437672941e-19,2.1493142017243987e-31,7.958542726626785e-31,6.813728418870107e-19,9.279442913938736e-28,2.363738687202414e-33,2.9305028903672136e-38,6.829317071280384e-63,5.534870721583421e-43,1.048652743163858e-59,8.557608436123907e-45,5.229722984020196e-85,2.5991544300692913e-88,7.160000085818486e-31,1.9519798032161912e-73,4.7914005078322525e-83
2.3857615845863856e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998806,0.11866996602995361,0.022821567693054115,0.0,5.4658086668122054e-52,2.8352585561924305e-29,9.264796827627602e-69,5.704447389167238e-44,1.1411082153396912e-105,2.1056237929192854e-16,4.356914502292946e-86,2.1056237929177944e-16,1.662077824210689e-58,1.8774198174578062e-57,3.963229117156403e-89,4.595355116835433e-90,2.003783621026913e-42,1.5066494178391486e-67,1.1499389582231747e-14,3.404764873140394e-16,1.3630415525722943e-18,8.600056214938815e-31,3.184453735211368e-30,1.3630415450487024e-18,3.712976405470379e-27,1.891703826377198e-32,2.4464617279700614e-37,2.2796248672351468e-61,4.4295787538166697e-42,3.357749567120837e-58,6.848687402338764e-44,6.979619454637675e-83,3.470634141275528e-86,2.8649326622495708e-30,1.2500467280701317e-71,5.569387265492308e-81
4.772041024954101e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997623,0.1186699660299419,0.022821567693053945,0.0,8.747073067771875e-51,1.1342880524043099e-28,6.411230625258743e-67,4.564713628482667e-43,3.1573185866821656e-103,4.2117046346334024e-16,2.7895016791665325e-84,4.2117046346274376e-16,2.660046092044764e-57,3.004744841197343e-56,5.483634848145231e-87,6.358262087353975e-88,1.6033312708442496e-41,9.157653956543409e-66,2.3001275233376008e-14,6.810268787928672e-16,2.7263789758345603e-18,3.440582325296417e-30,1.2739888503500547e-29,2.7263789457352177e-18,1.4854247646988387e-26,1.513641656519267e-31,2.1194405004822434e-36,7.891756071092726e-60,3.544336037096437e-41,1.0748050832562206e-56,5.479990191343386e-43,9.657197001986336e-81,4.80518004884671e-84,1.1461596138881873e-29,8.00276072965224e-70,6.767770931920347e-79
9.544599905689531e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995253,0.11866996602991847,0.022821567693053605,0.0,1.3996739387664472e-49,4.537521549641493e-28,4.7181914566408096e-65,3.652233245389839e-42,9.288182160526255e-101,8.423866318064809e-16,1.785625598963898e-82,8.423866318040949e-16,4.256651086775183e-56,4.808290020305678e-55,8.067602662726874e-85,9.354366854952636e-86,1.2827866943561696e-40,5.705616927122281e-64,4.6005046535597894e-14,1.3621276617504365e-15,5.45305384496855e-18,1.376344808317897e-29,5.096370126010876e-29,5.453053724560778e-18,5.942122059764313e-26,1.2110141892165127e-30,1.9547726732133816e-35,2.9064158359832415e-58,2.8357381034482214e-40,3.4398671110209315e-55,4.384407962547881e-42,1.4207807397334828e-78,7.076008176668177e-82,4.5850115547580596e-29,5.122511010233536e-68,8.431507758309473e-77
1.9089717667160392e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999051,0.11866996602987162,0.022821567693052925,0.0,2.2395917686025983e-48,1.815082533588051e-27,3.806296244504054e-63,2.92197154352236e-41,2.9945238255874824e-98,1.6848189684940316e-15,1.1429106427983408e-80,1.6848189684844864e-15,6.81110363893959e-55,7.693821588473286e-54,1.3008918851650314e-82,1.5083811640346077e-83,1.0262778932578084e-39,3.6018335793777842e-62,9.201258913977522e-14,2.7243292276652277e-15,1.0906403673677536e-17,5.505602216516726e-29,2.0386309843154594e-28,1.0906403192022008e-17,2.3768970779613658e-25,9.688347616809482e-30,1.978392875530366e-34,1.1737605941773563e-56,2.2686982482471466e-39,1.1008170701534556e-53,3.5076921542687045e-41,2.2909929864386482e-76,1.1424067519227703e-79,1.8340792241268805e-28,3.2785892068853257e-66,1.0644122672555142e-74
3.8179953190102114e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981036,0.1186699660297779,0.02282156769305156,0.0,3.583436521510356e-47,7.260478309197346e-27,3.4427106081435326e-61,2.337651214167987e-40,1.0822988814059614e-95,3.3696836418742094e-15,7.314980954688615e-79,3.369683641836028e-15,1.0898135341470924e-53,1.231055705487897e-52,2.351670763935771e-80,2.7267568528466766e-81,8.210415127936052e-39,2.289170568907642e-60,1.8402767434706391e-13,5.4487323594934236e-15,2.1813103692884997e-17,2.2022848591497887e-28,8.154689696321136e-28,2.1813101766184942e-17,9.507394046104299e-25,7.750500753786196e-29,2.2459235257646785e-33,5.315402635886409e-55,1.8150017863033273e-38,3.52258872103435e-52,2.8062191613627415e-40,4.141513336406369e-74,2.067998875855826e-77,7.336465941415322e-28,2.0982837253039436e-64,1.352914688188586e-72
7.636042423598555e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962085,0.11866996602959048,0.022821567693048838,0.0,5.733566719019555e-46,2.904221234676257e-26,3.491659181642665e-59,1.8701505606589556e-39,4.386787481235222e-93,6.7394129886548705e-15,4.681700711239042e-77,6.739412988502146e-15,1.743731212192909e-52,1.9697233946513472e-51,4.767342799059289e-78,5.527722965222592e-79,6.568405417068147e-38,1.4598485894812847e-58,3.680578447573777e-13,1.089753862314427e-14,4.362650517866093e-17,8.809222383260609e-28,3.2619089412625116e-27,4.36264974714728e-17,3.802686174771111e-24,6.199896149032282e-28,2.85770379295412e-32,2.6987492392377485e-53,1.4520188329140395e-37,1.1271466499051885e-50,2.2450001005898777e-39,8.395738508640694e-72,4.1973772012757013e-75,2.934616056056063e-27,1.3428055917493518e-62,1.7255097223972296e-70
1.5272136632775244e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992418,0.11866996602921565,0.022821567693043388,0.0,9.173750274819565e-45,1.1616946966497743e-25,3.883255702240892e-57,1.4961322797600474e-38,1.9502310224301118e-90,1.3478871682297421e-14,2.9963245684303394e-75,1.3478871681686521e-14,2.7899935713583695e-51,3.151581209472489e-50,1.0599384928179924e-75,1.2289962044419213e-76,5.254748093250236e-37,9.325053088432852e-57,7.361181855609508e-13,2.1795151150423773e-14,8.725331394128497e-17,3.5237015433482866e-27,1.3047701175828355e-26,8.725328310989722e-17,1.5208341580537856e-23,4.959021693343997e-27,3.983237121635433e-31,1.502025611775956e-51,1.1616222335672212e-36,3.60624200763781e-49,1.79600774269219e-38,1.866651068411022e-69,9.340360809170658e-73,1.1738522545411283e-26,8.592474964022456e-61,2.204364692305162e-68
3.054432505112862e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984837,0.11866996602846595,0.02282156769303249,0.0,1.4677999727580877e-43,4.646792955672185e-25,4.5943416929316305e-55,1.1969105489796491e-37,9.225638893271208e-88,2.6957789069907424e-14,1.917659260467836e-73,2.6957789067463817e-14,4.464008573635464e-50,5.0425373258844925e-49,2.5073791062567194e-73,2.9073000697321307e-74,4.2037990721225046e-36,5.960654179121012e-55,1.4722388670998782e-12,4.3590376204894026e-14,1.7450695464382706e-16,1.409479935877526e-26,5.219092980528546e-26,1.7450683129814692e-16,6.081368615480559e-23,3.9657503484053257e-26,5.900434767400854e-30,8.890187689566132e-50,9.293009826138837e-36,1.153579496308141e-47,1.436805664752613e-37,4.4157288196048386e-67,2.210738801948161e-70,4.695419851981965e-26,5.497208640307837e-59,2.8180592631201493e-66
6.108870188783538e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679696753,0.11866996602696658,0.022821567693010695,0.0,2.3484685293767058e-42,1.8587214253757843e-24,5.637064705797426e-53,9.575303175126187e-37,4.5267562627911214e-85,5.391562384642706e-14,1.2273055933021192e-71,5.39156238366526e-14,7.14242865789405e-49,8.068028412605766e-48,6.15196254424496e-71,7.13318514178947e-72,3.3630252466795825e-35,3.8103770237818593e-53,2.9444802299048605e-12,8.71808263134795e-14,3.490143288619206e-16,5.637892785019276e-26,2.087639236663636e-25,3.4901383532029836e-16,2.4309651944881016e-22,3.170241113273078e-25,9.05780151871084e-29,5.4556050896020476e-48,7.434425900251319e-35,3.688755307986867e-46,1.149438569215511e-36,1.0834176351398638e-64,5.425722928422449e-68,1.8781694432022266e-25,3.5156615728672315e-57,3.602854978632117e-64
1.2217745556124889e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767939352,0.11866996602396783,0.022821567692967105,0.0,3.757504121848177e-41,7.434905438054038e-24,7.052053901839107e-51,7.660249865530317e-36,2.2649486861103643e-82,1.0783129340466483e-13,7.854767208421021e-70,1.0783129336556695e-13,1.1427897332622897e-47,1.2908701306854238e-46,1.5391185135414962e-68,1.7846037076820863e-69,2.690391793317693e-34,2.4345630683531385e-51,5.888962954423331e-12,1.7436172652923048e-13,6.980294493812021e-16,2.255131246255542e-25,8.350557374844045e-25,6.980274739476052e-16,9.711207300481722e-22,2.532419518668238e-24,1.417116861853802e-27,3.4130618172353757e-46,5.947556328661648e-34,1.1786731731741488e-44,9.195392691931183e-36,2.7105282121369626e-62,1.35760012532615e-65,7.512675462784988e-25,2.246754576155199e-55,4.60381000283519e-62
2.443549629080759e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678787047,0.11866996601797034,0.022821567692879925,0.0,6.0118537520578586e-40,2.973975084616261e-23,8.903131374463294e-49,6.128202521968813e-35,1.1437257030612521e-79,2.1566263254193428e-13,5.027054253022087e-68,2.1566263238554277e-13,1.8284643405533324e-46,2.065342564304845e-45,3.886095558936111e-66,4.505915412328652e-67,2.152265595049605e-33,1.5534288713415962e-49,1.1777928399094294e-11,3.487235269550523e-13,1.3960611853612609e-15,9.02030944756614e-25,3.340220107007082e-24,1.3960532735373735e-15,3.874393243620006e-21,2.0199180918301474e-23,2.2369027252476641e-26,2.1546320563657824e-44,4.75806467948143e-33,3.7607250083118264e-43,7.356120596301163e-35,6.843758079702856e-60,3.4278273249144356e-63,3.0050654712461922e-24,1.4337513426862242e-53,5.87481136503754e-60
4.8870997760172994e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775741,0.11866996600597535,0.022821567692705564,0.0,9.618471204976788e-39,1.189599724827952e-22,1.1268916688950263e-46,4.902562588390476e-34,5.790486099427551e-77,4.313253108996486e-13,3.217315231281292e-66,4.3132531027408283e-13,2.925543075342292e-45,3.3043864364647005e-44,9.83736385077857e-64,1.1406383107689694e-64,1.7217349798789115e-32,9.883949970949448e-48,2.3555859270972327e-11,6.974471277839752e-13,2.792130689647327e-15,3.6079496403499136e-24,1.3360851313706885e-23,2.7920989620826767e-15,1.541743243401196e-20,1.6063757825417188e-22,3.5394918650891275e-25,1.3636137645220457e-42,3.806480812182922e-32,1.1964233606399e-41,5.884583532644382e-34,1.732441250661119e-57,8.676417320650923e-61,1.2020218442552772e-23,9.122988897496194e-52,7.4750831381642e-58
9.77420006989038e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675148213,0.11866996598198537,0.02282156769235684,0.0,1.5387966201465208e-37,4.758474201279398e-22,1.422189299449706e-44,3.9220495294451294e-33,2.9232007668715595e-74,8.62650667947775e-13,2.0590812366681586e-64,8.626506654455168e-13,4.680867478013495e-44,5.286490916657167e-43,2.4830738199327577e-61,2.8791094274182302e-62,1.3772636232511072e-31,6.253053701951673e-46,4.711172094487279e-11,1.3948943293509401e-12,5.584294242439807e-15,1.4430402200713553e-23,5.344315959993455e-23,5.58416669683709e-15,6.103778791295251e-20,1.270027544075905e-21,5.583822599573201e-24,8.604517807031645e-41,3.0452296812962656e-31,3.784331234792382e-40,4.7071648733366314e-33,4.372870617883759e-55,2.1894676981367954e-58,4.8080514771129023e-23,5.77179981457651e-50,9.45613679939393e-56
1.954840065763654e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670296433,0.11866996593400542,0.022821567691659394,0.0,2.4615662874191206e-36,1.9034480051216778e-21,1.7774888247976958e-42,3.1376381757309076e-32,1.4614878237493613e-71,1.7253013833747987e-12,1.3178109640796086e-62,1.7253013733657998e-12,7.489381860789226e-43,8.456708299019481e-42,6.207079363046112e-59,7.197049372900847e-60,1.1016118206225321e-30,3.9117158803161636e-44,9.422344401325133e-11,2.7897887321213526e-12,1.1168722751795838e-14,5.771043407023294e-23,2.137706477028416e-22,1.1168207598609368e-14,2.392380621177153e-19,9.925903834313913e-21,8.722897361298281e-23,5.37665410408665e-39,2.4362535008247736e-30,1.183483937580991e-38,3.764928467358231e-32,1.0930970621204842e-52,5.470087184392296e-56,1.923191642262639e-22,3.6107173692668545e-48,1.182581160605022e-53
3.9096801833128864e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766059288,0.1186699658380455,0.0228215676902645,0.0,3.936880055701318e-35,7.614232783787004e-21,2.1758297232336734e-40,2.5101079914480666e-31,7.157011834006926e-69,3.4506028195517566e-12,8.433975827989923e-61,3.4506027795160267e-12,1.1982990254507942e-41,1.3525368968327972e-40,1.5197585825548066e-56,1.7621345974916322e-57,8.809710377804942e-30,2.394314600352346e-42,1.8844688903231879e-10,5.5795775362081666e-12,2.2338009848916654e-14,2.3075237318880163e-22,8.550666146871313e-22,2.233591114407011e-14,9.197869243077015e-19,7.586410272768689e-20,1.3344762392948079e-21,3.2902319570384495e-37,1.9491083940766352e-29,3.620729467004553e-37,3.0106577681520654e-31,2.67630065444522e-50,1.3378035646998582e-53,7.692534531663951e-22,2.2101036353088776e-46,1.4464321628262742e-51
5.864520300862119e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650889324,0.11866996574208558,0.022821567688869605,0.0,1.4487542522935895e-34,1.6180862889439908e-20,1.4035197537891788e-39,7.4518787327191086e-31,6.018341998805183e-68,5.175904261051222e-12,4.7885589638985145e-60,5.175904175975915e-12,4.533404861528282e-41,5.155633701045971e-40,1.1282947106544476e-55,1.3082365624188795e-56,2.5185037662664287e-29,1.3225509005282503e-41,2.826703329336967e-10,8.369366338840967e-12,3.350775019996715e-14,4.902176077500123e-22,1.8169930774404005e-21,3.350323644430862e-14,1.902406788453387e-18,2.113504555256472e-19,4.808621183983743e-21,1.80811304591666e-36,5.573398178792214e-29,1.6651240401099585e-36,8.606489782697206e-31,1.9869176614473575e-49,9.978310807703682e-53,1.6346294957471922e-21,1.2208016481323288e-45,9.367916154895825e-51
9.774200535960583e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763148221,0.11866996555016575,0.022821567686079815,0.0,1.1139073600321442e-33,4.473933109770369e-20,5.848426066552954e-38,3.49060982468604e-30,7.81432642538333e-66,8.626507165340173e-12,1.2872912569805876e-58,8.626506930134353e-12,3.5777975214047324e-40,4.2364344000489193e-39,8.249550399512376e-54,9.56503842821739e-55,1.1566854283866616e-28,3.0536760524648837e-40,4.711172162656944e-10,1.3948943938291348e-11,5.5849211682956095e-14,1.35437315979655e-21,5.023284031519724e-21,5.583637416678782e-14,4.921825170610486e-18,9.007678884526142e-19,3.441645607358008e-20,4.351346310697542e-35,2.5615380318718894e-28,2.2456360435453936e-35,3.9522959171204094e-30,1.452665106650067e-47,8.893117800703345e-51,4.519026717495874e-21,2.818776955628612e-44,3.745116093153095e-49
1.3292912747549202e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761401581,0.1186699653774379,0.022821567683569004,0.0,3.0667838030056793e-33,7.967189795247956e-20,2.715305936734877e-37,8.054926401164018e-30,4.267264413839094e-65,1.1732049796395997e-11,5.5895845414911396e-58,1.1732049377567243e-11,1.0040451977195656e-39,1.2350823001443598e-38,4.192709550051846e-53,4.86124339694531e-54,2.6027818182057646e-28,1.211682776172337e-39,6.407194076532097e-10,1.8970563773099688e-11,7.59582372461055e-14,2.4106352577105255e-21,8.94478292439082e-21,7.593497615425728e-14,8.392738400068737e-18,1.9449104589755635e-18,9.171131805703661e-20,1.808562771136084e-34,5.766244933285215e-28,7.762774659980884e-35,8.892924509373326e-30,7.382842937952251e-47,5.370573036874849e-50,8.046760765250774e-21,1.1184795775475972e-43,1.6659194963980614e-48
1.681162495913782e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072759654941,0.11866996520471008,0.022821567681058193,0.0,6.904841120303183e-33,1.2437539573522668e-19,9.317837553392894e-37,1.5509255914814878e-29,1.933592755443809e-64,1.4837592445652082e-11,1.6925278795634065e-57,1.4837591791859447e-11,2.298817982615211e-39,2.8251822050913415e-38,1.6624383489181652e-52,1.9275112614086098e-53,4.9176325887965365e-28,3.6678272653723477e-39,8.103215952182565e-10,2.3992183602936268e-11,9.606919399525644e-14,3.761301296526573e-21,1.3962621111359344e-20,9.603228480861937e-14,1.2557984612649502e-17,3.52271458700681e-18,1.9930366346061468e-19,5.286155296733779e-34,1.0899040286279888e-27,1.994565289880397e-34,1.6800964952559195e-29,2.9273050989316978e-46,1.984807338975949e-49,1.256065524312327e-20,3.385710276782291e-43,5.844933386385462e-48
