Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
6.649310165217264e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,0.0,1.2997706991493678e-54,4.5768442976100226e-36,2.1300816546030561e-75,1.7681285707771513e-48,2.2057919435668044e-119,6.7613944650527131e-22,1.154730479378665e-101,6.7613944649623768e-22,2.8241264066762157e-68,2.6505716190719007e-62,2.1365288695502228e-100,1.2909895751777673e-101,5.2684080311682853e-48,8.6908008997901253e-81,2.6814725642086117e-15,1.2892758379774161e-16,4.9695656811959735e-20,4.9695656841812395e-20,3.6496268927200616e-32,1.4939985608299077e-29,5.5612387733925554e-35,3.835151442833077e-41,5.3587311708462605e-66,1.6681940725002052e-49,7.0211646295372553e-46,1.8912076608511088e-90,2.1923732064733045e-93
1.3304397315808305e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,0.0,2.081325394433287e-53,1.8319387523589095e-35,1.9863707781237091e-73,1.4159368711978327e-47,8.2197466402140617e-117,1.3528663295589379e-21,7.4016973591586982e-100,1.3528663295227801e-21,4.5235103029078521e-67,4.2458473546615847e-61,3.9821322430708393e-98,2.4061884967493862e-99,4.2179273302869733e-47,2.7841777015721752e-79,5.3652748178718675e-15,2.5796718113483488e-16,9.9434489664276096e-20,9.9434489783764811e-20,1.4608009450771823e-31,5.9798654502589492e-29,4.4523556009727061e-34,4.4865583415622512e-40,2.5019206010338237e-64,1.3355752209340261e-48,5.6211975138093019e-45,3.5248945469124251e-88,4.0934443057390989e-91
2.6614571616990387e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,0.0,3.3314722371732371e-52,7.3302074271697453e-35,2.0679669797665761e-71,1.133323382166625e-46,3.4200751960216615e-114,2.7063200957202405e-21,4.740744735743549e-98,2.7063200955755629e-21,7.2415451595459113e-66,6.7972982639725865e-60,8.2867563284979522e-96,5.0072414350812196e-97,3.3756197572921415e-46,8.914365951239105e-78,1.0732879325193391e-14,5.1604637580901121e-16,1.9891215527930923e-19,1.9891215575742136e-19,5.8450991014113719e-31,2.3927072754926234e-28,3.5632106101525819e-33,5.8572144806826297e-39,1.3038191691433822e-62,1.0688750958870224e-47,4.4986610320995326e-44,7.3352515881048526e-86,8.5298988247044409e-89
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,0.0,5.3314278850304307e-51,2.9326132584339767e-34,2.3429533423772337e-69,9.068883143601008e-46,1.5490335781822949e-111,5.4132276282587253e-21,3.0352478499918218e-96,5.4132276276799209e-21,1.1589616071976461e-64,1.0878812085738524e-58,1.876999795393764e-93,1.1341700662613892e-94,2.7010022454414336e-45,2.8533969129575057e-76,2.1468088339816482e-14,1.0322047651573227e-15,3.9786748615097692e-19,3.9786748806375113e-19,2.338414281415212e-30,9.5722445738957044e-28,2.8510666052432483e-32,8.3138371816640533e-38,7.3917779726314631e-61,8.5527689555915208e-47,3.5996037269718558e-43,1.6614782514901374e-83,1.9338073480478475e-86
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,0.0,8.5311129698337549e-50,1.1731831549659113e-33,2.8042434621485567e-67,7.2560250371252758e-45,7.4134359998602656e-109,1.0827042694199209e-20,1.9429334923830132e-94,1.0827042691883808e-20,1.8545901066408057e-63,1.740854310047188e-57,4.4920357887401507e-91,2.7142956280396053e-92,2.1609966706498726e-44,9.1321499812153887e-75,4.2938506368982849e-14,2.0645215438537819e-15,7.9577814646071828e-19,7.9577815411255197e-19,9.3543706412139608e-30,3.8290953976765598e-27,2.2810006361514001e-31,1.2455477759506638e-36,4.4256539156115327e-59,6.8430955650296262e-46,2.8799426463090029e-42,3.9762494619662829e-81,4.6304460399520423e-84
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,0.0,1.3650348763324964e-48,4.6932626033491646e-33,3.4646253454199911e-65,5.8051874219824531e-44,3.6630002624554011e-106,2.1654672829534253e-20,1.2435973986226136e-92,2.1654672820272266e-20,2.967545393730615e-62,2.7855417606954085e-56,1.1098305273403246e-88,6.7061084674378123e-90,1.7288629332797763e-43,2.9224927684448657e-73,8.5879342426996336e-14,4.1291551012460408e-15,1.5915994613458252e-18,1.5915994919553181e-18,3.7418623092067392e-29,1.5316092428045929e-26,1.8247763933685773e-30,1.9250520399389138e-35,2.7346537749995165e-57,5.4751054892703928e-45,2.3040414690574187e-41,9.82397033563431e-79,1.1443597547074496e-81
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,0.0,2.1840709370487146e-47,1.8776144179389445e-32,4.3544628684570806e-63,4.6442968365145726e-43,1.8413452506742474e-103,4.3309933114020604e-20,7.9594071548914344e-91,4.3309933076971923e-20,4.7482335523439049e-61,4.4569406279512549e-55,2.7895552274236796e-86,1.6855778142618663e-87,1.3830968150950565e-42,9.3523043907810022e-72,1.7176101454174625e-13,8.2584222160279254e-15,3.1832420681785337e-18,3.1832421906262972e-18,1.4967448108850929e-28,6.1258317905464764e-26,1.4596785970739637e-29,3.0255581334261047e-34,1.7187425882307801e-55,4.3807789067107337e-44,1.8432416865128858e-40,2.4692511257204705e-76,2.8767798308079474e-79
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,0.0,3.494428629293518e-46,7.5127028263953825e-32,5.5213922266420965e-61,3.7154961297283433e-42,9.3389150402507906e-101,8.6620453738258396e-20,5.0941432703606586e-89,8.6620453590062168e-20,7.5973022260491835e-60,7.1309525899678677e-54,7.0739793032192691e-84,4.2744229986773642e-85,1.1064484079068918e-41,2.9927897344125397e-70,3.4352435876613784e-13,1.651695644558117e-14,6.3665271900939338e-18,6.3665276799483519e-18,5.9867956396486804e-28,2.4497739703698155e-25,1.1674733557296392e-28,4.796434082588968e-33,1.0897464866671421e-53,3.5056093014229589e-43,1.4745544675518995e-39,6.2617240176726342e-74,7.295717870166763e-77
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,0.0,5.5907076190342713e-45,3.0068302701519763e-31,7.031459810188484e-59,2.9724202082457669e-41,4.7573208657898027e-98,1.732414952077944e-19,3.2602907891263091e-87,1.7324149461500638e-19,1.2155785763174227e-58,1.1408725610595096e-52,1.8017041107831404e-81,1.0886716754099852e-82,8.8509650445383675e-41,9.5770103869011531e-69,6.870510471944883e-13,3.3034024904645548e-14,1.2733097066924696e-17,1.2733099026819118e-17,2.3945348516346595e-27,9.7944794339300803e-25,9.3353110963144321e-28,7.6360494666716354e-32,6.9391666257702662e-52,2.8060144495661076e-42,1.1795603719212658e-38,1.5948259336564882e-71,1.8582406438527138e-74
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,0.0,8.9438369577648307e-44,1.204120406256379e-30,8.9710502795104642e-57,2.3779452325409573e-40,2.4280416517356902e-95,3.4648357903110786e-19,2.0865984038458532e-85,3.4648357665994995e-19,1.9449336956207714e-57,1.8251157590730779e-51,4.5973609604640324e-79,2.7779315515101679e-80,7.079713689410016e-40,3.0646563275178768e-67,1.3741044239694581e-12,6.6068161822605875e-14,2.5466235352586223e-17,2.5466243195913575e-17,9.5765994431743306e-27,3.9140736696706141e-24,7.4610305571731711e-27,1.2178528256432978e-30,4.4267138070150128e-50,2.2472316980385971e-41,9.435068054354102e-38,4.0694694044996503e-69,4.7416524827161739e-72
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,0.0,1.4305927975846317e-42,4.8275402010777274e-30,1.1448348759614873e-54,1.9023594030149714e-39,1.2396422676349173e-92,6.9296775021469943e-19,1.3354266426895573e-83,6.9296774073005693e-19,3.1118996433594434e-56,2.9192686480195713e-50,1.1733802752648324e-76,7.0900726511711786e-78,5.662053147471076e-39,9.8069190429117269e-66,2.7482111771924732e-12,1.3213643565785282e-13,5.0932506051910643e-17,5.0932537455028071e-17,3.8293937612087414e-26,1.5626569338742785e-23,5.9572785679012662e-26,1.9427031236226273e-29,2.8245665640463031e-48,1.8016396553500604e-40,7.5457579885777943e-37,1.0386439511141233e-66,1.2101860673185106e-69
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,0.0,2.2875966246719238e-41,1.9398123919426677e-29,1.459129211517472e-52,1.5218881541624026e-38,6.3222701640090707e-90,1.385936106729736e-18,8.5467387648027588e-82,1.3859360687911518e-18,4.979041938607219e-55,4.6678835619728658e-49,2.9910515559683306e-74,1.8073144932196995e-75,4.5268863883097523e-38,3.1382158137890093e-64,5.4964246823308054e-12,2.6427298332565167e-13,1.018650239625759e-16,1.0186514981208818e-16,1.5307586826021275e-25,6.2269616627981513e-23,4.7474343955569867e-25,3.0949539142967251e-28,1.7999829152968926e-46,1.4474437829941716e-39,6.0329218871651227e-36,2.6475810829103474e-64,3.0847163730400678e-67
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,0.0,3.6558318377761101e-40,7.8288715195044856e-29,1.8534448062913785e-50,1.2175097279615709e-37,3.2147890311400994e-87,2.771872876351166e-18,5.4699110033187915e-80,2.7718727245968624e-18,7.9664624689549116e-54,7.4591898529031926e-48,7.598882061907528e-72,4.5915085555452326e-73,3.6171030690775613e-37,1.0042285118639801e-62,1.0992851687376673e-11,5.2854607865046978e-13,2.0372996583205806e-16,2.0373047110814856e-16,6.1150529097421921e-25,2.4720488794621795e-22,3.768824035553269e-24,4.9137748289890235e-27,1.1431749202799388e-44,1.1676650343281943e-38,4.8204473550124722e-35,6.7262033107388772e-62,7.8359882031236257e-65
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,0.0,5.8355426156658079e-39,3.1860866129137739e-28,2.3377014727544833e-48,9.7400578731635493e-37,1.6243849571335719e-84,5.5437466419590648e-18,3.5007367724355725e-78,5.5437460349423711e-18,1.2746314995476341e-52,1.1904645422939325e-46,1.9169445154376894e-69,1.1582624091030323e-70,2.8866560345681855e-36,3.2135250882499903e-61,2.1985705676545238e-11,1.0570922692569906e-12,4.0745947376432696e-16,4.0746150960698643e-16,2.4396578041121547e-24,9.7414209741627011e-22,2.9694049849399858e-23,7.7457097734398007e-26,7.2088765062722926e-43,9.4935489602540192e-38,3.8469647192810072e-34,1.6967570534779687e-59,1.9763217401273086e-62
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,0.0,9.2930475408976494e-38,1.3162966099024972e-27,2.907481569820864e-46,7.7920114879970211e-36,8.1060136712655961e-82,1.1087495078631539e-17,2.2404623904462054e-76,1.1087492650569738e-17,2.0394016033781113e-51,1.8951912207183629e-45,4.7687913799253594e-67,2.8813048015819619e-68,2.2981608185053355e-35,1.0283236702022306e-59,4.3971413571189661e-11,2.1141846502976247e-12,8.1491698640763727e-16,8.1492524336130267e-16,9.7080912096048841e-24,3.7839060447924113e-21,2.3053643103887304e-22,1.2037949321975281e-24,4.4824614527506624e-41,7.8288493410098135e-37,3.0626473415281916e-33,4.2208325421011131e-57,4.9143454965242646e-60
2.180738899735819e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,0.0,1.4730567518357596e-36,5.5742554978699073e-27,3.520921213880284e-44,6.2335523381407051e-35,3.9504895044776661e-79,2.2174995573776598e-17,1.4338837274286615e-74,2.2174985861569895e-17,3.2630137704905811e-50,3.0021729760424217e-44,1.1552021996230268e-64,6.9792032371067525e-66,1.8209144591231965e-34,3.2906071778855235e-58,8.7942829025707707e-11,4.2283694116894855e-12,1.6298259988538226e-15,1.6298598720611634e-15,3.843385159726094e-23,1.4303823899027445e-20,1.7404838129506057e-21,1.8210283142058954e-23,2.7135054569980983e-39,6.6095440608653253e-36,2.4265706109749839e-32,1.0223678868910047e-54,1.1894210239398495e-57
4.3614778572414917e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,0.0,2.3138222784011923e-35,2.4422000328517108e-26,4.0623599184803067e-42,4.9867504462981357e-34,1.8452524381961919e-76,4.4350011051052953e-17,9.1766983608086979e-73,4.4349972202552046e-17,5.2207293721801579e-49,4.7097305868289871e-43,2.6666444968289161e-62,1.6108200611187374e-63,1.4293189271355409e-33,1.0529759064506462e-56,1.7588565859566058e-10,8.4567389317175866e-12,3.259619972740223e-15,3.2597613755637958e-15,1.5063731018776815e-22,5.1496241069191636e-20,1.2490982215517215e-20,2.623081690816079e-22,1.5647445789419097e-37,5.7665208957150086e-35,1.9046103397440889e-31,2.359572098531906e-52,2.7409118971981978e-55
6.542216814747164e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,0.0,8.4416752695062635e-35,5.4657578898658011e-26,2.5775884469177535e-41,1.4804260980696734e-33,1.5363535248713242e-75,6.6525041015102773e-17,5.2102265881239636e-72,6.6524958462516038e-17,1.9750910854360641e-48,1.7796786847870724e-42,1.9514159533447978e-61,1.178727352158529e-62,4.0428785165571126e-33,4.9120743069891708e-56,2.6382848682653032e-10,1.268510844899007e-11,4.8893898959764548e-15,4.8896981708778193e-15,3.1565980762189488e-22,1.0199907228127033e-19,3.3611253095825959e-20,9.1913398483314944e-22,8.4367639397802498e-37,1.7193016900040934e-34,5.3870671718558745e-31,1.7266150179724558e-51,2.0154232651768161e-54
1.0903694729758509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,0.0,6.2987476771260741e-34,1.6659988039487235e-25,9.8086558733010059e-40,6.9343804545213091e-33,1.8988985754675921e-73,1.1087515888857446e-16,1.4006034781164351e-70,1.1087493065837411e-16,1.5587091690330666e-47,1.411140159614602e-41,1.3022440203978785e-59,7.8628895880754879e-61,1.7995322778737422e-32,6.5822805011767709e-55,4.3971413793193717e-10,2.1141847472538551e-11,8.1488335426940835e-15,8.1497310323607528e-15,8.4257230938138109e-22,2.4031279097490507e-19,1.3110226893644941e-19,6.0430687779428738e-21,1.8554948043673296e-35,8.6850424094999366e-34,2.3975921467985703e-30,1.1516957316997519e-49,1.6344259703366673e-52
1.4829024853268719e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194287,0.02282156767867783,0.0,1.7106392401732647e-33,3.1201387850126456e-25,4.4315882265810308e-39,1.6001437018422442e-32,1.0524198203855687e-72,1.5079031177920643e-16,6.0815243217563272e-70,1.5078990537287803e-16,4.3741711772180541e-47,4.0390612232735116e-41,6.4705270532279743e-59,3.9061077063287044e-60,3.9800116256508344e-32,2.1845827040592923e-54,5.9801121960019253e-10,2.8752912584855811e-11,1.1082255120831898e-14,1.1083899357446246e-14,1.4660924169275197e-21,3.8661400666486655e-19,2.7001238050454596e-19,1.5508011442733729e-20,7.4656134991622183e-35,2.0393684186291445e-33,5.3024184391336429e-30,5.721303796288952e-49,9.5973932426485616e-52
1.875435497677893e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364282,0.022821567674872298,0.0,3.7942776994434782e-33,5.0729939029355121e-25,1.4853189363491875e-38,3.0809191173834157e-32,4.6642796950344584e-72,1.9070551420996272e-16,1.8414682017326873e-69,1.9070487981030521e-16,1.0014755913507199e-46,9.0993460830040345e-41,2.5086090230656135e-58,1.5142563181981304e-59,7.3869550817242777e-32,5.8699114351371992e-54,7.5630829668881878e-10,3.6363977687794514e-11,1.4015594453448458e-14,1.4018223872449117e-14,2.2366976990632532e-21,5.4902811189179577e-19,4.6772370280149609e-19,3.244892194861141e-20,2.1287535039200061e-34,3.9981621079661421e-33,9.840740550046915e-30,2.2178937920532773e-48,3.4822699103924755e-51
2.267968510028914e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.11866996511534277,0.022821567671066766,0.0,7.1920429122801701e-33,7.5118952629155878e-25,3.9984686724087318e-38,5.2382137653442296e-32,1.5527780098795993e-71,2.3062076343539507e-16,4.7805845670427584e-69,2.3061985398600723e-16,1.9529065634859379e-46,1.7696918948345249e-40,7.4680657115804731e-58,4.5073114924533258e-59,1.2141660120105159e-31,1.2985465128728824e-53,9.1460536945150032e-10,4.3975042781876577e-11,1.6948856098481213e-14,1.6952701951641403e-14,3.1378766213577287e-21,7.2263547919462256e-19,7.23009592514083e-19,5.8446127858188736e-20,5.1737537891352211e-34,6.8812703112054028e-33,1.6173899361042997e-29,6.6016320747413171e-48,1.0801790622986841e-50
3.053034534730956e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.1186699647987427,0.022821567663455701,0.0,1.8197692490837016e-32,1.3528840339139635e-24,1.7535556467163603e-37,1.1581301239442055e-31,9.6001848482751184e-71,3.1045136859713187e-16,2.1144901770638681e-68,3.1044980174055777e-16,5.1847371937463514e-46,4.7934343232039642e-40,3.7006629860865456e-57,2.2324505259646799e-58,2.523403704216788e-31,4.0855381674128496e-53,1.231199505111626e-09,5.9197172949861962e-11,2.2815202229296025e-14,2.2822022433299768e-14,5.2154898346058896e-21,1.087102622188541e-18,1.3673090421497286e-18,1.3693109477872299e-19,2.012436338031906e-33,1.5287599184912402e-32,3.3610997380594622e-29,3.2696778453592751e-47,7.1347776352287981e-50
3.838100559432998e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214263,0.022821567655844636,0.0,3.7790022398783809e-32,2.1420021270528436e-24,5.4790999518407579e-37,2.169663895652073e-31,3.8165020277215064e-70,3.9028214672074689e-16,6.3625241625327142e-68,3.9027974852767715e-16,1.1246090525571018e-45,1.0455002991083628e-39,1.2782638283107432e-56,7.7086065005224026e-58,4.4749732177667271e-31,1.0105422614503871e-52,1.5477936247812997e-09,7.4419303085175994e-11,2.8681261212275569e-14,2.8691948520748709e-14,7.7120473739120591e-21,1.4720417454820364e-18,2.2282755396761875e-18,2.6592959049006208e-19,5.5750736823313718e-33,2.8675830331919249e-32,5.9599812119660886e-29,1.1289906187130673e-46,2.646041050087308e-49
4.6231665841350404e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675612459017,0.11866996416554258,0.022821567648233572,0.0,7.01069946512481e-32,3.1349431169812548e-24,1.4509693202885272e-36,3.6718164229299161e-31,1.2799088841291375e-69,4.7011310952939624e-16,1.6469739463713643e-67,4.7010969428175754e-16,2.1733809081739594e-45,2.0116111969463241e-39,3.7305139173627818e-56,2.2489734447091606e-57,7.2189186797166865e-31,2.1979227865764645e-52,1.8643877273759259e-09,8.9641433185648249e-11,3.4547013584879117e-14,3.4562545089913617e-14,1.0608904800892104e-20,1.8689059282190767e-18,3.3166822393594424e-18,4.627121648946143e-19,1.3255325209154911e-32,4.8695809867176565e-32,9.6135831195116375e-29,3.2937418998046062e-46,8.1978302844229239e-49
