Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CH3X(55),C2H4X(215)
5.883606884761695e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799997,0.11866996602996244,0.022821567693054243,0.0,2.0240516036940025e-54,1.7249138772505544e-30,2.8001585719189565e-72,8.559572122744316e-46,2.1010248728415698e-110,5.19274965477455e-17,9.816802724003875e-90,5.1927496547737523e-17,6.1537836262735044e-61,2.3416558995123218e-60,2.9566599020856337e-93,3.4282404110211514e-94,1.4563604891862467e-44,2.870495373862758e-71,2.8359031411076443e-15,8.396605167098956e-17,3.3614426103609064e-19,5.232100138885204e-32,1.9373571586310344e-31,3.3614426038197025e-19,3.2463195927316495e-28,5.864678803062997e-34,1.015316530096671e-38,5.76344231577245e-64,6.649148277960175e-44,1.4851076803070142e-61,1.028042211847989e-45,5.206956350993854e-87,3.717083225134955e-90,1.742967010853917e-31,1.3643394289051817e-75
1.17723255044363e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999405,0.11866996602995955,0.022821567693054202,0.0,3.2411197261229075e-53,6.904150804326916e-30,1.8210687575551767e-70,6.854599816341313e-45,5.4651806059680036e-108,1.0390010820978523e-16,6.292464270140494e-88,1.0390010820975327e-16,9.856748473712407e-60,3.7510095322695304e-59,3.845517406709627e-91,4.458868658919794e-92,1.1659738946376222e-43,1.3932229196900884e-69,5.674270142458167e-15,1.68005053864715e-16,6.725805681334734e-19,2.094203529712006e-31,7.754477528622092e-31,6.725805655152845e-19,1.2993715033714914e-27,4.6952998564854714e-33,8.252631716735773e-38,1.8742902777546948e-62,5.323361617971863e-43,4.758202642545863e-60,8.230588430134424e-45,6.772318065437546e-85,4.837118399398176e-88,6.9764103401938505e-31,8.742709630306388e-74
2.354976274378551e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999882,0.11866996602995376,0.02282156769305412,0.0,5.18790215835206e-52,2.762559661050658e-29,1.2004363779051963e-68,5.486458057053056e-44,1.4408208348970842e-105,2.0784533153387753e-16,4.03028730352882e-86,2.0784533153374959e-16,1.5779358172525e-58,6.005105395045228e-58,5.069353813743822e-89,5.877904178292983e-90,9.3313343698491e-43,7.493750992316235e-68,1.1351004145155153e-14,3.360830582521605e-16,1.3454531842982937e-18,8.379541541218101e-31,3.1028010754253424e-30,1.3454531738221092e-18,5.199159725036985e-27,3.757652218373942e-32,6.802969190907897e-37,6.178893218005216e-61,4.26030721873781e-42,1.5235584337346393e-58,6.58697186557693e-44,8.927609143036759e-83,6.379258386323295e-86,2.7914728505295352e-30,5.598820742870743e-72
4.710463722248394e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999765,0.1186699660299422,0.022821567693053952,0.0,8.302331761749866e-51,1.1052037771316463e-28,8.123370503865188e-67,4.390277998070717e-43,3.8988717725898975e-103,4.157357781821134e-16,2.5803795769336227e-84,4.157357781816016e-16,2.5253823514340183e-57,9.610960965544691e-57,6.859526459309514e-87,7.95360526951309e-88,7.466484579782584e-42,4.3402743822527085e-66,2.27044721505329e-14,6.722390670270304e-16,2.691198424508253e-18,3.352361936171542e-30,1.2413224696448132e-29,2.6911983825965443e-18,2.0799873981003613e-26,3.0066692263601386e-31,5.7608347198325855e-36,2.091466227590374e-59,3.408893138369129e-41,4.876853166346468e-57,5.270577767886638e-43,1.2080271607734269e-80,8.636377878047596e-84,1.1167709059458055e-29,3.58434090609688e-70
9.421438617988079e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995314,0.11866996602991908,0.022821567693053615,0.0,1.328507974610342e-49,4.421175113368626e-28,5.76070451182512e-65,3.5126670727649806e-42,1.1053947744207607e-100,8.315166714787903e-16,1.6517616252299328e-82,8.315166714767425e-16,4.0411598738214234e-56,1.5379769549880258e-55,9.725590367723251e-85,1.1276799811254966e-85,5.973753751368485e-41,2.631853340132422e-64,4.541140816122349e-14,1.344551084576686e-15,5.3826889364502366e-18,1.3410536521704542e-29,4.9656939695174503e-29,5.382688768788554e-18,8.320506399354064e-26,2.4055262210433492e-30,5.117023303977716e-35,7.420927310452817e-58,2.727373572231093e-40,1.5608096525935989e-55,4.216861748043876e-42,1.712767975431683e-78,1.2253898426829677e-81,4.467447156766455e-29,2.294302608871521e-68
1.884338840946745e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990634,0.11866996602987283,0.022821567693052942,0.0,2.1257200761892478e-48,1.7685421719098344e-27,4.405157723454617e-63,2.8103115372727884e-41,3.378535689328569e-98,1.6630784580729647e-15,1.0572294335184717e-80,1.6630784580647736e-15,6.466294313426254e-55,2.4609409901271833e-54,1.4866486509024148e-82,1.723765708981514e-83,4.779228157661519e-40,1.6376447924121737e-62,9.0825280182345e-14,2.6891751196756596e-15,1.0765670086428769e-17,5.364430819802973e-29,1.9863583954410797e-28,1.0765669415745138e-17,3.3282417234116533e-25,1.9244522556282467e-29,4.90648341828767e-34,2.840304903401688e-56,2.1820026295617886e-39,4.994822394181675e-54,3.3736482297579493e-41,2.6181281261365834e-76,1.875117042464803e-79,1.7870515523920785e-28,1.4684239108065662e-66
3.7687287992426193e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998128,0.11866996602978033,0.022821567693051596,0.0,3.401236044901403e-47,7.074313927487291e-27,3.738427907793805e-61,2.2483203811819034e-40,1.1457577916034711e-95,3.326202031264596e-15,6.766594761018865e-79,3.3262020312318315e-15,1.0346421709782865e-53,3.9376455985101674e-53,2.5216418471690768e-80,2.923837934184275e-81,3.8234705262739306e-39,1.0330872891453513e-60,1.8165302422354942e-13,5.378423189872255e-15,2.1531632890814543e-17,2.145814329280639e-28,7.945595092459584e-28,2.1531630207948583e-17,1.3312467660015312e-24,1.5395022244160466e-28,5.2254656159521135e-33,1.2067892916133108e-54,1.7456438400545025e-38,1.5983065191449079e-52,2.698980532888941e-40,4.440848398753905e-74,3.1847657985161064e-77,7.148351435526769e-28,9.397707943479299e-65
7.537508715834368e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962573,0.11866996602959533,0.022821567693048907,0.0,5.4420386252652104e-46,2.8297554064007075e-26,3.5687936807965875e-59,1.798684762033826e-39,4.370759246442934e-93,6.6524491776609876e-15,4.330725080018199e-77,6.652449177529929e-15,1.6554555334681884e-52,6.300337671365947e-52,4.811273228975699e-78,5.57866019905212e-79,3.058808317721106e-38,6.563142881393806e-59,3.63308512301804e-13,1.0756919330260039e-14,4.306356051770469e-17,8.583331387507916e-28,3.1782702534500846e-27,4.3063549785516786e-17,5.324425252386975e-24,1.2314626210943677e-27,6.260366880345473e-32,5.767776031730008e-53,1.3965321293011754e-37,5.114050694775425e-51,2.159206670040939e-39,8.473104133427035e-72,6.084587327819427e-75,2.859369494860043e-27,6.013917320989101e-63
1.5075068549017865e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992516,0.11866996602922532,0.02282156769304353,0.0,8.707290768317161e-45,1.131908759173129e-25,3.789000257017897e-57,1.4389591863228932e-38,1.854700579208473e-90,1.3304943470506295e-14,2.771697452752938e-75,1.3304943469982052e-14,2.648751284836783e-51,1.008060068611462e-50,1.0210858211702168e-75,1.1839466232555243e-76,2.4470541268354227e-37,4.1840913422688467e-57,7.266194884416958e-13,2.1513911611013998e-14,8.612742384719078e-17,3.433339422709448e-27,1.2713144759336045e-26,8.612738091329991e-17,2.1292883059394394e-23,9.849299798458937e-27,8.335048477060366e-31,3.0651026796532997e-51,1.117233106134927e-36,1.6361097261346223e-49,1.7273701756204168e-38,1.7982278753508085e-69,1.292699266660024e-72,1.143753482258787e-26,3.848006124578105e-61
3.0150188215384854e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985033,0.1186699660284853,0.022821567693032774,0.0,1.3931625059521418e-43,4.527653262188094e-25,4.34993445495096e-55,1.1511718897918645e-37,8.51254813511951e-88,2.6609932056406978e-14,1.7738970359580027e-73,2.6609932054310015e-14,4.2380199469784824e-50,1.6128934676417743e-49,2.3436643211579356e-73,2.7174731718776018e-74,1.9576378328429936e-36,2.6716204860677574e-55,1.4532414406550104e-12,4.302789617243542e-14,1.722551828348021e-16,1.3733307855381138e-26,5.085270102722804e-26,1.722550110594652e-16,8.513236403082382e-23,7.87553031362679e-26,1.1986977958674567e-29,1.7606926733588255e-49,8.937903729107802e-36,5.2330034727840803e-48,1.3818915836526149e-37,4.1274118117984473e-67,2.9692001884552325e-70,4.575024498962973e-26,2.4615352626986705e-59
6.0300427548118834e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679700666,0.11866996602700527,0.02282156769301126,0.0,2.229036526172333e-42,1.8110689696973165e-24,5.244387644230613e-53,9.209393121909515e-37,4.1038850845899464e-85,5.3219909229048645e-14,1.135297487571297e-71,5.32199092206608e-14,6.780846055803882e-49,2.5806035145961173e-48,5.649974614783724e-71,6.551131413032746e-72,1.5660945467592313e-35,1.7066069801038432e-53,2.9064853448157633e-12,8.605586529493238e-14,3.445108303306691e-16,5.493262319337101e-26,2.0341100407718572e-25,3.4451014291428724e-16,3.4021521769145357e-22,6.294148984967788e-25,1.8087556561612837e-28,1.061812560804917e-47,7.150353344312331e-35,1.6729205892309357e-46,1.1055010560835782e-36,9.950129174091125e-65,7.16089567692639e-68,1.8300112745917447e-25,1.5738514485571263e-57
1.2060090621358681e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679401345,0.11866996602404523,0.022821567692968232,0.0,3.566374794427202e-41,7.244323269270269e-24,6.496733590425163e-51,7.367521443934045e-36,2.0332119703211656e-82,1.064398635776932e-13,7.265914384513445e-70,1.0643986354414178e-13,1.0849364450177332e-47,4.1288682556944295e-47,1.3996783258277602e-68,1.6229231994992274e-69,1.2528476991370685e-34,1.0896036547443514e-51,5.8129731520737614e-12,1.7211180353854266e-13,6.890226450517598e-16,2.197252080228333e-25,8.136440641516549e-25,6.890198928746668e-16,1.3583508629426623e-21,5.0252931963233975e-24,2.8027481746083996e-27,6.578326018598039e-46,5.720318445121959e-34,5.342853812160963e-45,8.843793402193882e-36,2.4649613626463065e-62,1.7743286517174953e-65,7.320042936537673e-25,1.0053063437362415e-55
2.4120186354452273e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678802696,0.11866996601812513,0.022821567692882176,0.0,5.705925214722496e-40,2.897764280363119e-23,8.154559598543913e-49,5.894019525664338e-35,1.0207366741753111e-79,2.1287977228842712e-13,4.650188085409464e-68,2.1287977215422144e-13,1.7358989963783243e-46,6.605866403979641e-46,3.5135066549494737e-66,4.0738998068442085e-67,1.0022323459620638e-33,6.944816501381351e-50,1.1625948762335729e-11,3.442236800202287e-13,1.3780483665154494e-15,8.788577188604281e-25,3.2545735355466574e-24,1.3780373378045122e-15,5.4134215847604936e-21,4.004270123414105e-23,4.3988793073856085e-26,4.128924802547094e-44,4.576306644510547e-33,1.7030291080989968e-43,7.074682799071374e-35,6.187596312626949e-60,4.4541760140253544e-63,2.9280126527859014e-24,6.409005005749136e-54
4.8240377820639456e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677605403,0.11866996600628492,0.022821567692710064,0.0,9.128596758357343e-39,1.1591328587719472e-22,1.0276515275948585e-46,4.715215915869392e-34,5.1452799299244106e-77,4.2575958976367407e-13,2.976120695497701e-66,4.257595892268515e-13,2.7774383768188956e-45,1.056834441136181e-44,8.855426100561594e-64,1.02678305128387e-64,8.017121392201311e-33,4.409900918513485e-48,2.325189996584356e-11,6.884474329614629e-13,2.756108281173677e-15,3.51508434114663e-24,1.3018266166183134e-23,2.756064007749721e-15,2.149545623967525e-20,3.178129489935983e-22,6.930228563807171e-25,2.6017543171337215e-42,3.6611255047553596e-32,5.4073390658648355e-42,5.6591800905234494e-34,1.5595140089019353e-57,1.1225323502736116e-60,1.1712008851976404e-23,4.070135482147807e-52
9.648076075301384e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767521082,0.1186699659826045,0.02282156769236584,0.0,1.4602923741161539e-37,4.636743144254724e-22,1.2905312391612949e-44,3.77217180626099e-33,2.584649061962532e-74,8.515192249292803e-13,1.904716579483912e-64,8.515192227819949e-13,4.4438995814521474e-44,1.690597545312705e-43,2.224174219837242e-61,2.5789169738538385e-62,6.412515845051866e-32,2.7791643802138338e-46,4.650380230479479e-11,1.3768949387553827e-12,5.512262808395215e-15,1.4057562505315247e-23,5.2072828443016e-23,5.512084468375509e-15,8.474153048107774e-20,2.5028521879495967e-21,1.0878280886763167e-23,1.6336038073697922e-40,2.929025403115925e-31,1.7037717389324339e-40,4.526437219491055e-33,3.916930549246281e-55,2.8186939892726255e-58,4.684769016867748e-23,2.565191460445751e-50
1.9296152661776257e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670421644,0.11866996593524366,0.022821567691677393,0.0,2.335561987534006e-36,1.8548597402087466e-21,1.6004062149876922e-42,3.017735403182929e-32,1.2822063822967828e-71,1.7030384961209237e-12,1.2190174140941276e-62,1.7030384875318145e-12,7.110232089137655e-43,2.7038812086573185e-42,5.516755647674273e-59,6.396626116476628e-60,5.128122944142809e-31,1.7256885039744947e-44,9.300760671043953e-11,2.7537899499890404e-12,1.1024716877551383e-14,5.620805671980121e-23,2.0828939919269133e-22,1.1023993875715201e-14,3.294345997405207e-19,1.9413108911909923e-20,1.685904577320539e-22,1.012824820575341e-38,2.343412380016222e-30,5.2885718720200475e-39,3.6196990892371314e-32,9.71527997204825e-53,6.987442803531258e-56,1.873879764800659e-22,1.5928744515340504e-48
3.859230583472601e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276608433,0.11866996584052199,0.022821567690300498,0.0,3.734003378947508e-35,7.420640799790985e-21,1.9322654222323653e-40,2.4141848320088546e-31,6.193404586456653e-69,3.406077041945767e-12,7.801695029603316e-61,3.406077007589586e-12,1.1376347041713294e-41,4.322774196696879e-41,1.3322955020059452e-56,1.5447745462926805e-57,4.0994777324588886e-30,1.041655525389454e-42,1.8601521443269814e-10,5.5075799710397454e-12,2.2050250947611098e-14,2.246548632671704e-22,8.331422308724038e-22,2.204728665991853e-14,1.247209857893151e-18,1.4627422568376817e-19,2.5430735868271163e-21,6.1128691959226034e-37,1.8750147298216052e-29,1.5954179841862905e-37,2.893440471489604e-31,2.3461790034735567e-50,1.6855388002638425e-53,7.495295886165638e-22,9.615053842682967e-47
5.788845900767576e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651264957,0.11866996574580031,0.022821567688923603,0.0,1.373853031051906e-34,1.577051770174836e-20,1.241642779562482e-39,7.167105267114445e-31,5.19250718072273e-68,5.109115591212166e-12,4.4295682549029046e-60,5.10911551820549e-12,4.3038987589634226e-41,1.6474700934609948e-40,9.857979485345547e-56,1.1430144402152006e-56,1.1716986714167123e-29,5.7280759318226496e-42,2.790228210659259e-10,8.261369990673839e-12,3.307645330949039e-14,4.771313266282198e-22,1.7704046584460394e-21,3.3070053438814785e-14,2.5531297929552667e-18,4.042680095186622e-19,9.104014796400437e-21,3.344445314711638e-36,5.361811885872984e-29,7.298755925549027e-37,8.269625764111413e-31,1.7359833010704964e-49,1.2530455936779736e-52,1.5927175858022964e-21,5.287351751098901e-46
9.648076535357525e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763210827,0.11866996555635698,0.022821567686169813,0.0,1.0556558886132894e-33,4.3611197806709624e-20,5.062117162051464e-38,3.3572134052507944e-30,6.593465755944844e-66,8.515192703508875e-12,1.1907840958144925e-58,8.51519250166985e-12,3.396666930312432e-40,1.3527143706115381e-39,7.05045438488921e-54,8.174735739721157e-55,5.377820416119987e-29,1.2927748215380639e-40,4.650380299762582e-10,1.3768950024277212e-11,5.513182209922161e-14,1.3172760627272602e-21,4.894487148163716e-21,5.51134831767299e-14,6.450861018466463e-18,1.6864179444513043e-18,6.38275623725576e-20,7.876029038989282e-35,2.4646325755994707e-28,9.621092783759648e-36,3.7951380218143844e-30,1.241517767913364e-47,1.0919164582790733e-50,4.403161897126164e-21,1.193324558075976e-44
1.3073815717101637e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761510337,0.11866996538819304,0.022821567683725345,0.0,2.8556818390948248e-33,7.70748739067775e-20,2.2612197156972015e-37,7.654176150809508e-30,3.4129033843137416e-65,1.1538679239078718e-11,5.0352998791285956e-58,1.1538678882418014e-11,9.368853219536107e-40,3.877235238064267e-39,3.4242104111781403e-53,3.970208203079996e-54,1.1950102156478928e-28,4.955822326767043e-40,6.301589146036534e-10,1.865788631417792e-11,7.47123054633183e-14,2.325601090030362e-21,8.648720757042084e-21,7.467921368062379e-14,1.076515640860963e-17,3.560461623461196e-18,1.6586112107677858e-19,3.1672275648277307e-34,5.481056184693741e-28,3.228130417856624e-35,8.432699794699177e-30,6.029624953465744e-47,6.33216537314588e-50,7.780430886622512e-21,4.574598756670491e-44
1.649955489884575e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727598098475,0.1186699652200291,0.022821567681280876,0.0,6.395515762552642e-33,1.198780546748869e-19,7.68501257253168e-37,1.4661290212895036e-29,1.542461764279947e-64,1.4562165786177818e-11,1.515945602857368e-57,1.4562165231524266e-11,2.1339152213985857e-39,8.814422189213982e-39,1.3488261138747246e-52,1.5638951264258162e-53,2.2462954803388e-28,1.4826325611696028e-39,7.952797955814485e-10,2.3546822599332992e-11,9.429564915139591e-14,3.613286935210368e-21,1.3449717068587667e-20,9.424318190450918e-14,1.5831852357893046e-17,6.348492645812154e-18,3.5527332185743135e-19,9.147576439818283e-34,1.0311617201130115e-27,8.18314378826819e-35,1.585016367489937e-29,2.3750862780027894e-46,2.3162990108772364e-49,1.2099268560768866e-20,1.3685881425685457e-43
1.9925294080589862e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727581093577,0.11866996505186515,0.022821567678836408,0.0,1.2232989263218871e-32,1.7143382697098341e-19,2.0947446978332845e-36,2.4836099508670243e-29,5.106650181351024e-64,1.7585652344079015e-11,3.913610629495857e-57,1.7585651550983133e-11,4.143160134560368e-39,1.7339885357216023e-38,4.0586115437585554e-52,4.705726873195984e-53,3.7389013129583434e-28,3.60104633622925e-39,9.604006731396897e-10,2.8435758880043103e-11,1.1388180394399148e-13,5.16210029217201e-21,1.923144040573889e-20,1.1380549906729552e-13,2.1498604432508286e-17,1.0071131037788928e-17,6.531073066804445e-19,2.2568526736795683e-33,1.717678041435388e-27,1.7735998513160267e-34,2.638060391158166e-29,7.146516154266223e-46,7.256151180575178e-49,1.7300245208089788e-20,3.3240653339388848e-43
