Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),C2H4X(215),C2H4X(70)
6.331085628352644e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999677,0.11866996602996221,0.02282156769305424,0.0,1.5783036062230214e-45,1.997268725372502e-30,6.223783356033705e-72,1.0529192253845318e-45,5.40731321618938e-110,5.58768513173828e-17,1.5045848460989173e-89,5.587685131737436e-17,8.14553777014719e-61,4.46731827333956e-59,7.071540600292089e-93,8.199435192614186e-94,7.194170662782413e-32,3.094291243672121e-71,3.0515882470950665e-15,9.035210431555686e-17,3.617097713879025e-19,6.058221350849565e-32,2.2432556572661086e-31,3.617097703027527e-19,1.280898084739853e-45,5.401978248514295e-28,1.509152949870343e-33,3.7403885595590064e-38,2.4586252923149927e-63,8.284563725391415e-44,2.0181723282176006e-31,1.0373956590542577e-61,6.793025952911524e-25,1.2453648528146012e-86,2.0945037101856108e-46,4.198657411876988e-73,1.2777995940532943e-89,1.055526000213457e-59,3.78136438115203e-102,1.025518396965208e-75,3.050245060762049e-85
1.2667671765504899e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999936,0.1186699660299591,0.022821567693054195,0.0,1.2636025633176708e-44,7.994280082033547e-30,4.0328467344077576e-70,8.431893353456324e-45,1.4014491336544357e-107,1.118022489869125e-16,9.644225978385808e-88,1.1180224898687866e-16,1.3047016577144892e-59,7.156027406017859e-58,9.164039731351665e-91,1.062568315898371e-91,2.8795431201091653e-31,1.3472948579654347e-69,6.10582774375164e-15,1.8078270741852746e-16,7.2373380083380985e-19,2.424867354936069e-31,8.978868716582179e-31,7.2373379649037695e-19,1.0254973051285657e-44,2.1621930508191615e-27,1.2082364936825498e-32,3.0288962527855146e-37,7.966153663418214e-62,6.632688464341862e-43,8.077948813843925e-31,3.3237550740939286e-60,1.3591955192954326e-24,1.6138736418001219e-84,1.676876514636175e-45,1.345186048492109e-71,1.6567410623648987e-87,1.6906760009328076e-58,9.805008361208308e-100,6.5715328054883226e-74,2.6527246065173263e-83
2.534084403980941e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998733,0.11866996602995289,0.022821567693054105,0.0,1.0112660887556704e-43,3.198753454475059e-29,2.6397998191349757e-68,6.748932171938003e-44,3.66898426364585e-105,2.2365304432598146e-16,6.177071469146931e-86,2.236530443258461e-16,2.0886557895458807e-58,1.1456302706609736e-56,1.1996162190474339e-88,1.3909522682688644e-89,1.1521923259147953e-30,6.5934865314228755e-68,1.2214306737060087e-14,3.6164391362446253e-16,1.4477818629939152e-18,9.70262792811154e-31,3.5927170340870195e-30,1.4477818456144772e-18,8.207095080107613e-44,8.651540216799944e-27,9.669508072955868e-32,2.4789556830846153e-36,2.6076338351535646e-60,5.308166764354165e-42,3.232231720771535e-30,1.0642517903627771e-58,2.7189817995164208e-24,2.1126370571626688e-82,1.342010846416996e-44,4.30718223332111e-70,2.1695683941840778e-85,2.706549958653159e-57,2.5677039930407975e-97,4.208393967840938e-72,2.593090190636376e-81
5.068718858841843e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997473,0.11866996602994044,0.022821567693053924,0.0,8.091665232602762e-43,1.2797097668876485e-28,1.7631875697172178e-66,5.400513066549543e-43,9.800171909197183e-103,4.473546350041578e-16,3.954851816849776e-84,4.473546350036164e-16,3.342756030790089e-57,1.833541303325727e-55,1.602261053792686e-86,1.8578180337552698e-87,4.6095195663275826e-30,3.5699154479117687e-66,2.4431264723658193e-14,7.233663260363082e-16,2.895878000387539e-18,3.881682946324787e-30,1.4373207538326725e-29,2.8958779308580843e-18,6.566922918227197e-43,3.4611407368132067e-26,7.736986052901903e-31,2.0714254183449166e-35,8.711215932681998e-59,4.2473402011816497e-41,1.2931031535375085e-29,3.406617260862825e-57,5.4385560888081084e-24,2.8217324945128902e-80,1.0738125718256385e-43,1.3787123475893368e-68,2.898984584756494e-83,4.331654953851559e-56,6.860354520988503e-95,2.694185761500922e-70,2.8051620150604104e-79
1.0137987768563648e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999496,0.11866996602991556,0.022821567693053563,0.0,6.473946927730603e-42,5.119256436171698e-28,1.2223067693093705e-64,4.320957450725312e-42,2.7164196645641436e-100,8.947578163606643e-16,2.5315936164515638e-82,8.947578163584987e-16,5.349135164763847e-56,2.9340924102878064e-54,2.2208833735525173e-84,2.575109196979935e-85,1.8439578898007313e-29,2.076653551351813e-64,4.886518069677924e-14,1.446811150859902e-15,5.792070327470476e-18,1.5527995292780162e-29,5.749750908129258e-29,5.7920700493269295e-18,5.254037020844014e-42,1.3845380073329584e-25,6.190033276716405e-30,1.7979210802386978e-34,3.0211440979933953e-57,3.398195263631721e-40,5.172833544215329e-29,1.0902607626249041e-55,1.0877711582790326e-23,3.911184588273805e-78,8.591316196375559e-43,4.4125419987977205e-67,4.0207053602769953e-81,6.931588074544488e-55,1.9021835046985687e-92,1.7245100511628255e-68,3.261460743669067e-77
2.0276525588007256e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679989924,0.11866996602986579,0.02282156769305284,0.0,5.179403559121581e-41,2.047786506132767e-27,9.022621371369443e-63,3.456984771501642e-41,8.015350194403038e-98,1.789564179074293e-15,1.6203762361964065e-80,1.789564179065629e-15,8.559196711437178e-55,4.69488881291671e-53,3.277303938388483e-82,3.800026415723299e-83,7.376131696825562e-29,1.262414159428261e-62,9.77330126427207e-14,2.8937008005066983e-15,1.1584455190835351e-17,6.2114507214715e-29,2.2999939284083434e-28,1.1584454078191151e-17,4.2034289279478614e-41,5.538129672657074e-25,4.952032474044393e-29,1.6633981455188433e-33,1.1160423014937836e-55,2.7186860225807672e-39,2.069217582400264e-28,3.488944380570731e-54,2.1756050232350135e-23,5.771640526924248e-76,6.873379152625018e-42,1.41211939399951e-65,5.938690453630225e-79,1.1091293086644634e-53,5.615406086647573e-90,1.1037229803981673e-66,3.963842553997287e-75
4.055360122689447e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997986,0.11866996602976626,0.02282156769305139,0.0,4.143621428131911e-40,8.191317530078754e-27,7.30959384930505e-61,2.7656753419549467e-40,2.595072013895716e-95,3.57917690450401e-15,1.0370908154927116e-78,3.579176904469353e-15,1.3695179094141908e-53,7.512094456360321e-52,5.306943888638001e-80,6.1533892529021965e-81,2.9505127076408574e-28,7.86564800100082e-61,1.9546867653340105e-13,5.787480099798726e-15,2.3169225754490957e-17,2.4846307254517754e-28,9.200162713396725e-28,2.316922130362577e-17,3.3628225907755403e-40,2.2150987883035414e-24,3.9613532682797874e-28,1.6906990671443182e-32,4.526273030020766e-54,2.175001645918437e-38,8.277038467652986e-28,1.1164034740063644e-52,4.3512838177851254e-23,9.346027156033202e-74,5.498833690818675e-41,4.518951257591932e-64,9.628372852060123e-77,1.774667067828962e-52,1.8191834765643575e-87,7.063464965756845e-65,4.9384462116202186e-73
8.110775250466891e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995973,0.11866996602956718,0.022821567693048498,0.0,3.3149368496580676e-39,3.2765642239894776e-26,6.642407133801482e-59,2.2125752803418532e-39,9.42330679593842e-93,7.15840235537328e-15,6.637541283284445e-77,7.158402355234652e-15,2.1912657981294577e-52,1.201956767313547e-50,9.638606269367814e-78,1.117594169195266e-78,1.1802170891993037e-27,4.964930114974648e-59,3.9094000430995147e-13,1.1575038698376521e-14,4.633877023054521e-17,9.938623097164989e-28,3.6801023785388876e-27,4.6338752425320185e-17,2.690289407256621e-39,8.8589004578542e-24,3.1685335691886505e-27,1.9283457175890622e-31,2.059355998350084e-52,1.74002389063221e-37,3.310848859472036e-27,3.571908843220565e-51,8.702685665437948e-23,1.6974490975666935e-71,4.399118920077075e-40,1.4460912584072451e-62,1.7511092058632321e-74,2.8395154435428634e-51,6.610369779859399e-85,4.519888663208843e-63,6.2337917304751235e-71
1.6221605506021778e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991947,0.11866996602916903,0.02282156769304271,0.0,2.651965801561644e-38,1.3106354590982158e-25,6.764015228797092e-57,1.7700742212390087e-38,3.8349033228692966e-90,1.4316853257151188e-14,4.248077619219988e-75,1.4316853256596656e-14,3.50605497232664e-51,1.923147720576309e-49,1.9618441087977405e-75,2.274753650780938e-76,4.7208923712217575e-27,3.154597954854744e-57,7.818826598438112e-13,2.3150155895507085e-14,9.267787258593394e-17,3.975468734612973e-27,1.4720483244003746e-26,9.267780135201359e-17,2.1522433474942164e-38,3.54231097157097e-23,2.533903700794663e-26,2.46342887676043e-30,1.0497846817341614e-50,1.3920304487833124e-36,1.3243461139015236e-26,1.1426053243795613e-49,1.7405666394953982e-22,3.4549913800436446e-69,3.5193156339501457e-39,4.627533613875711e-61,3.568483466803897e-72,4.543263201982498e-50,2.691764564850471e-82,2.8917112409202958e-61,7.921152882175028e-69
3.244326601713155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679838945,0.11866996602837274,0.022821567693031137,0.0,2.1215798721939457e-37,5.242579970340588e-25,7.542016192933212e-55,1.4160649664348314e-37,1.7092989687344592e-87,2.8633755060864436e-14,2.718786029893679e-73,2.863375505864631e-14,5.609711650009083e-50,3.0770484889248103e-48,4.373117296336049e-73,5.070619002849127e-74,1.8883617530097045e-26,2.0105099053089036e-55,1.5637679708345664e-12,4.630039028966807e-14,1.8535613097618626e-16,1.5901909582729208e-26,5.888207358128296e-26,1.8535584593864925e-16,1.721798267088697e-37,1.4159152154021422e-22,2.0256293253457408e-25,3.442360206086745e-29,5.8576921826747394e-49,1.1136325800396218e-35,5.297396600666396e-26,3.653691505692939e-48,3.481233599082755e-22,7.701467858247123e-67,2.815460243591914e-38,1.480816525231616e-59,7.961263732460501e-70,7.269251865825557e-49,1.200293342001162e-79,1.8493668840721915e-59,1.0096391476835358e-66
6.48865870393511e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276796779,0.11866996602678015,0.022821567693007985,0.0,1.697267913637104e-36,2.097054456170432e-24,8.930857098056757e-53,1.1328541939472791e-36,8.093045724196085e-85,5.726755866892068e-14,1.740028254084174e-71,5.726755866004818e-14,8.975557396846294e-49,4.923282880349525e-47,1.0354098905541031e-70,1.2005551568436616e-71,7.553456634094743e-26,1.282640436027207e-53,3.1275385925082198e-12,9.260085907758951e-14,3.7071286300415513e-16,6.36076728413211e-26,2.3552852069793577e-25,3.707117220451618e-16,1.3774382259603014e-36,5.655582027805611e-22,1.6181111104277153e-24,5.103422225241539e-28,3.4700169910562823e-47,8.909152375123773e-35,2.1189602731261913e-25,1.1674829843199691e-46,6.962850772994036e-22,1.823452712857522e-64,2.252370549050007e-37,4.738616445820285e-58,1.885935906822714e-67,1.1630827415227751e-47,5.684541200302473e-77,1.1818891710395929e-57,1.2882016292025435e-64
1.2977322908379019e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679355814,0.11866996602359497,0.022821567692961685,0.0,1.3578177348523695e-35,8.38838093827717e-24,1.094658134974212e-50,9.062842195068368e-36,3.9670118193567155e-82,1.1453516588755224e-13,1.1136196960852015e-69,1.1453516585206216e-13,1.4360906204790604e-47,7.877242732683119e-46,2.5378450523675715e-68,2.9426243267684085e-69,3.0213845884527174e-25,8.178145025511221e-52,6.255079834624097e-12,1.8520179665183035e-13,7.414271922745154e-16,2.5443048216266694e-25,9.421140968336096e-25,7.414226219931192e-16,1.1019475083426774e-35,2.2557912012286426e-21,1.2906731787689844e-23,7.825899013888502e-27,2.1272197687045673e-45,7.12745233118465e-34,8.475837988994046e-25,3.725105022403124e-45,1.3927218139762562e-21,4.4693763773029935e-62,1.8018961962705577e-36,1.516354207488854e-56,4.6237284679946285e-65,1.8609342882646888e-46,2.7868130031151188e-74,7.542314982945468e-56,1.6426709241186577e-62
2.5954651317266837e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678711635,0.11866996601722461,0.022821567692869086,0.0,1.0862584255669877e-34,3.35547866463511e-23,1.3644839972031891e-48,7.25027682990925e-35,1.977738916043818e-79,2.290703803348914e-13,7.127170591931563e-68,2.2907038019293105e-13,2.297745938948214e-46,1.2603535306113098e-44,6.326381994359353e-66,7.335419397573348e-67,1.2085542306661644e-24,5.201745131871345e-50,1.2510162313930137e-11,3.704036717939036e-13,1.4828593450960668e-15,1.0177192844795888e-24,3.768452905793008e-24,1.482841012844438e-15,8.815521100089533e-35,8.972032125929731e-21,1.026479635846305e-22,1.219873951707147e-25,1.325964451595553e-43,5.702162672739683e-33,3.390329479526048e-24,1.185146937155603e-43,2.786048494908118e-21,1.1141316160463717e-59,1.4415149644086455e-35,4.852305372144644e-55,1.1526984596769906e-62,2.9774962144751795e-45,1.3894379542620673e-71,4.799413594414984e-54,2.0895510431586264e-60
5.1909308135042474e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767742328,0.11866996600448389,0.022821567692683883,0.0,8.690130371902829e-34,1.342290283277337e-22,1.708870760200197e-46,5.8002220798083005e-34,9.907354740638869e-77,4.581408092698736e-13,4.561389829236337e-66,4.581408087020328e-13,3.676393608368826e-45,2.0165469510941282e-43,1.584594752468456e-63,1.83733094860785e-64,4.834217779810502e-24,3.290593967829514e-48,2.5020327252839357e-11,7.408074220524164e-13,2.965737891016316e-15,4.0708540440480684e-24,1.5073776583199675e-23,2.9656641584943195e-15,7.052318612313017e-34,3.5485475412152756e-20,8.116379731338754e-22,1.9099386074412124e-24,8.3034620325078e-42,4.5620440581545097e-32,1.3561265723270205e-23,3.749064090547805e-42,5.5745146870825166e-21,2.7906014874921424e-57,1.1532081418294496e-34,1.5527183744873733e-53,2.8869652639448807e-60,4.76399448749039e-44,6.960302702990187e-69,3.0367447076140748e-52,2.6434229664929606e-58
1.0381862177059375e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674846577,0.11866996597900245,0.02282156769231348,0.0,6.952203107533484e-33,5.369926078432778e-22,2.1281590765715482e-44,4.640176928372194e-33,4.935466089691344e-74,9.16281667301049e-13,2.9192886734345295e-64,9.162816650296917e-13,5.88222777540911e-44,3.2264046373003523e-42,3.946876687950643e-61,4.576379315000192e-62,1.9336873366126335e-23,2.0588031824089814e-46,5.004065705184635e-11,1.4816149224669074e-12,5.931553976373677e-15,1.628322755525565e-23,6.029481163955457e-23,5.931255906588539e-15,5.641696099938435e-33,1.3881987632762995e-19,6.34497406928831e-21,2.972850963624915e-23,5.170164182736778e-40,3.650121558399931e-31,5.42446324061586e-23,1.1727441238381283e-40,1.115869839265905e-20,6.950726632032761e-55,9.225601293949345e-34,4.968558967618437e-52,7.188824655387543e-58,7.622389893028428e-43,3.46714883467159e-66,1.9001885980887882e-50,3.307156930097512e-56
2.0763724904169632e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727669693166,0.11866996592803958,0.02282156769157267,0.0,5.561919795639684e-32,2.1485458380615763e-21,2.602289432640563e-42,3.7121396776707297e-32,2.4142927322266677e-71,1.832563384008221e-12,1.8683431765989016e-62,1.8325633749228314e-12,9.411556177450032e-43,5.16203470961023e-41,9.653142742415637e-59,1.119272266662289e-59,7.73475022188534e-23,1.2609274372357674e-44,1.0008131633461458e-10,2.9632299228857535e-12,1.186343730986098e-14,6.513139364873059e-23,2.411768602944975e-22,1.186222123799469e-14,4.5131022112664456e-32,5.317846126763819e-19,4.852730936487438e-20,4.542094514509908e-22,3.1605375439027035e-38,2.9208302718787812e-30,2.169750599410378e-22,3.590218412575796e-39,2.23560710886017e-20,1.6999629803840768e-52,7.380377865689763e-33,1.5898530505371668e-50,1.757120399500731e-55,1.2195817287804727e-41,1.6957790825812005e-63,1.1638494571863459e-48,4.0494323960797955e-54
4.152745035839014e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765938634,0.11866996582611383,0.022821567690091058,0.0,4.449787181208781e-31,8.598277813582484e-21,3.064819880879739e-40,2.96970848307011e-31,1.137640873751317e-68,3.665126820001642e-12,1.195737448931898e-60,3.665126783660404e-12,1.5058461947333005e-41,8.25857548553586e-40,2.274149507125583e-56,2.636836179285367e-57,3.0939006046608507e-22,7.422287112384602e-43,2.0016263363916789e-10,5.926459922082905e-12,2.372831536967302e-14,2.6051342885682687e-22,9.646882940991254e-22,2.3723279305996714e-14,3.610074118847829e-31,1.9599252596970125e-18,3.5636072858413885e-19,6.680931762949183e-21,1.8605584677201643e-36,2.3377115028011728e-29,8.678724318117791e-22,1.0559923228978408e-37,4.486683761867591e-20,4.004773166582352e-50,5.904136817535033e-32,5.086981279814277e-49,4.134295763823733e-53,1.951328479271171e-40,7.988237594790686e-61,6.851074045775225e-47,4.7635864350227104e-52
