Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
5.726682420223071e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8163967222716667e-54,1.6341294049682322e-30,2.3799468206957659e-72,7.89279195601622e-46,1.6917486951944546e-110,5.0542528226240681e-17,8.3469352027695701e-90,5.0542528226232941e-17,5.5230652192325199e-61,1.0175969370198172e-60,2.4459425115803995e-93,2.8360639133826633e-94,6.5022359087742776e-45,1.2163880147243933e-71,2.7602654259070924e-15,8.1726553357120513e-17,3.2717879830989759e-19,4.9567263247240123e-32,1.8353917459494893e-31,3.2717879769020441e-19,3.0754613746245772e-28,5.4078265918560921e-34,9.3584361940327633e-39,5.032750917810534e-64,6.1311861023934123e-44,9.3237689479747871e-82,4.3075336719003028e-87,9.4795843097816252e-46,3.0750034984394916e-90
1.1458340237857283e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9086012538778263e-53,6.5407763209167511e-30,1.5471892958813703e-70,6.320634900480109e-45,4.3988848871414514e-108,1.0112896829282131e-16,5.350295101710664e-88,1.0112896829279034e-16,8.8465028958041409e-60,1.6300497958103176e-59,3.1800413363318999e-91,3.6872495705397e-92,5.2057421293069842e-44,3.8968104636608921e-70,5.5229289972741623e-15,1.6352411153905004e-16,6.5464185336528354e-19,1.9839821938822734e-31,7.3463501487018609e-31,6.5464185088489377e-19,1.2309838721781842e-27,4.3295412408281519e-33,7.6036637079211433e-38,1.6360310759082413e-62,4.9086769313900158e-43,5.9740176266208064e-80,5.6003504003574015e-85,7.5894310830156692e-45,4.0000174941307391e-88
2.2921655873125706e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6556558306749039e-52,2.6171625334730131e-29,1.0191435709781951e-68,5.0590697056948208e-44,1.1588544581228525e-105,2.0230184842599569e-16,3.4268333506407645e-86,2.0230184842587184e-16,1.416208784671283e-58,2.6095962374000317e-58,4.189004741560946e-89,4.8571399850057036e-90,4.1661754577917288e-43,1.2476787858564828e-68,1.1048256140004456e-14,3.2711922790290402e-16,1.3095679653424228e-18,7.9385122624165514e-31,2.9394969626765892e-30,1.3095679554176159e-18,4.9255215856056946e-27,3.4649356673167902e-32,6.2632675801008212e-37,5.3894217534445696e-61,3.9284334336065481e-42,3.8255504149594208e-78,7.3772293706303328e-83,6.0738508765993194e-44,5.2713676945856777e-86
4.5848287143662556e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4505637462788205e-51,1.0470354564117301e-28,6.8871894389419161e-67,4.0482807284332835e-43,3.1316290906195605e-103,4.04647608692397e-16,2.1940199607775813e-84,4.0464760869190149e-16,2.2665488872718309e-57,4.1765670309512531e-57,5.6606182778640845e-87,6.5634720067023968e-88,3.3335727506982742e-42,3.9936915547437763e-67,2.2098910425449668e-14,6.5430946063059211e-16,2.619420196762263e-18,3.1759212140661448e-30,1.1759901910380504e-29,2.6194201570564338e-18,1.9705154957427611e-26,2.7724539168291234e-31,5.2964577579119743e-36,1.8217465895506241e-59,3.1433436794731418e-41,2.4490498070756974e-76,9.9688784964655964e-81,4.8600026148486058e-43,7.1267632691141911e-84
9.170154968473625e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1922110414141231e-49,4.188482877782242e-28,4.8727163184890763e-65,3.2390346175032805e-42,8.8581432625630727e-101,8.093391292254098e-16,1.4044437526352117e-82,8.0933912922342769e-16,3.6269701537377839e-56,6.683475936625003e-56,8.0071552479791953e-85,9.284275438974904e-86,2.6671104573561867e-41,1.2781604341816595e-65,4.4200218996278598e-14,1.3086899260858879e-15,5.239124689464918e-18,1.270471385284241e-29,4.7043435878691928e-29,5.239124530627566e-18,7.8825925250731725e-26,2.2181400307288786e-30,4.6934290943378245e-35,6.4488079634070391e-58,2.5149138215702461e-40,1.5676151232544658e-74,1.4101349600142288e-78,3.888369796444053e-42,1.0088391341984697e-81
1.8340807476688365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.9076333011768953e-48,1.6754614774153027e-27,3.7130106391476769e-63,2.5913917165529243e-41,2.6979094805299126e-98,1.6187221702922765e-15,8.9893072364010076e-81,1.6187221702843475e-15,5.8035458168024293e-55,1.069433039079706e-54,1.219671098859425e-82,1.4142054253889203e-83,2.1337881155539091e-40,4.0904000230380419e-64,8.8402836137690497e-14,2.6174508569961607e-15,1.0478533794327942e-17,5.0820883916193293e-29,1.8818139902324228e-28,1.0478533158943819e-17,3.1530765448120836e-25,1.7745423443508553e-29,4.4843008803213723e-34,2.4595155852104286e-56,2.012026740668733e-39,1.0033451212161868e-72,2.1479549006582034e-76,3.110841166392862e-41,1.5383044181538606e-79
3.668211249311784e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0522864490751769e-47,6.701983472193659e-27,3.1369949120562043e-61,2.0731789820822284e-40,9.1086480783436038e-96,3.2374882524293741e-15,5.7534341483487453e-79,3.2374882523976563e-15,9.285988160392286e-54,1.7111524176960924e-53,2.0595830602128551e-80,2.3880811174814551e-81,1.7070685398611472e-39,1.3089738661065837e-62,1.7680807041953035e-13,5.2349727188154254e-15,2.0957352481931441e-17,2.0328735625296336e-28,7.5274089747455919e-28,2.0957349940272286e-17,1.2611852676691755e-24,1.4195813003453104e-28,4.754457572588747e-33,1.0403351503247359e-54,1.6096598702854591e-38,6.4216373714389737e-71,3.6271183478578329e-74,2.4887282496326338e-40,2.6010580449438365e-77
7.336472252597679e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.8837061551884791e-46,2.680821627493355e-26,2.9811010002107983e-59,1.6585694261100624e-39,3.4589697740271512e-93,6.4750204167170228e-15,3.6822866516010823e-77,6.4750204165901511e-15,1.4857832897966252e-52,2.7378852454897527e-52,3.9118776058921915e-78,4.5358116967534097e-79,1.3656670854365721e-38,4.1887897187538458e-61,3.5361853897927442e-13,1.0470016442448836e-14,4.191499176902039e-17,8.1315517431076659e-28,3.0109941136701084e-27,4.1914981601713261e-17,5.0442243875867219e-24,1.1355405029013517e-27,5.6703947173195692e-32,4.949746341938419e-53,1.2877436128589955e-37,4.1099210328780348e-69,6.8891819077640367e-72,1.9910002198444428e-39,4.9469244835624369e-75
1.467299425916947e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8139338845849038e-45,1.0723348792246387e-25,3.1534327722144532e-57,1.3268660315584216e-38,1.4623898197400049e-90,1.2950084745346139e-14,2.3566918578921114e-75,1.2950084744838653e-14,2.3772733964562601e-51,4.3806294376051351e-51,8.2715776989955968e-76,9.590872153193385e-77,1.0925338248406141e-37,1.3404244276435767e-59,7.0723947608301976e-13,2.094010388969517e-14,8.3830277993704441e-17,3.252617060459156e-27,1.204403686838535e-26,8.3830237319732814e-17,2.0172457572931164e-23,9.0821703556582815e-27,7.5221603833257348e-31,2.6207703555797978e-51,1.0302016973172232e-36,2.6303728108977728e-67,1.4567019648378868e-69,1.5928000132096509e-38,1.0471484405698284e-72
2.9346038272313052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2502187899635608e-43,4.2893566138010319e-25,3.6113527344973901e-55,1.0614970125910087e-37,6.6953436142741583e-88,2.5900213402819636e-14,1.5082918588796379e-73,2.5900213400789702e-14,3.8036534935717192e-50,7.0089533540241211e-50,1.8938557387697947e-73,2.1959205456575967e-74,8.7401953067318544e-37,4.2893768014252527e-58,1.4144813502275397e-12,4.1880278784105918e-14,1.6766088106888489e-16,1.3010339887156427e-26,4.8176263228333307e-26,1.6766071833633314e-16,8.065371747002801e-23,7.2622279117863552e-26,1.0791699321509149e-29,1.5017634453241441e-49,8.2416491262040199e-36,1.6834460105171478e-65,3.3352559149499192e-67,1.2742284084859651e-37,2.3992829856236656e-70
5.8692126298600216e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,2.0003065056845802e-42,1.7157497717896611e-24,4.3476552717620754e-53,8.4919927070990185e-37,3.2231348074551401e-85,5.1800470718627743e-14,9.6530966834189302e-72,5.1800470710507979e-14,6.0858582865597288e-49,1.1214076994844673e-48,4.5589939284259543e-71,5.2861404856616326e-72,6.9920046644953614e-36,1.3726034839128318e-56,2.8289650982646965e-12,8.3760628572599713e-14,3.3532220991283781e-16,5.2040134229088259e-26,1.9270524384008403e-25,3.3532155869186786e-16,3.2232510123019958e-22,5.8041500775672576e-25,1.6260942213997788e-28,9.0436372034310246e-48,6.5933468122623833e-35,1.077407741056827e-63,8.0288087946577357e-65,1.0193596274386906e-36,5.7780957804360846e-68
1.1738430235117454e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.2003434015462553e-41,6.8630429077810127e-24,5.3818074804131842e-51,6.7936005793735148e-36,1.5956468655811675e-82,1.0360098535368829e-13,6.1779907857984056e-70,1.0360098532120924e-13,9.7373829341371759e-48,1.7941667347729799e-47,1.1285537463818582e-68,1.3085546114071678e-69,5.5933487719178596e-35,4.3923353279783957e-55,5.6579325933314769e-12,1.6752132814827653e-13,6.7064535989399702e-16,2.0815033802370976e-25,7.7082103254956213e-25,6.7064275269298179e-16,1.2869856268999075e-21,4.6343205265507645e-24,2.5178530027133448e-27,5.5986850003510263e-46,5.274709661472913e-34,6.8954158942335632e-62,1.9874857060101511e-62,8.1544893090112795e-36,1.4306252318059604e-65
2.347686544563232e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1200729769290109e-40,2.7452494433742635e-23,6.7529654109204165e-49,5.4348826628024076e-35,8.0080650826576663e-80,2.0720201463758681e-13,3.9539165653631073e-68,2.0720201450767061e-13,1.5579818893234526e-46,2.8703880546791377e-46,2.8320109421231511e-66,3.2837067775164385e-67,4.4742661587289432e-34,1.4055476712804846e-53,1.1315867579434906e-11,3.3504272729438688e-13,1.3412936411093018e-15,8.3251897833089631e-25,3.0832816472653694e-24,1.3412831938610369e-15,5.1295121843462276e-21,3.6931243670338019e-23,3.9505156439962334e-26,3.5129346812445063e-44,4.2198143531769668e-33,4.4130669370936333e-60,4.9874209500379514e-60,6.5229639363134085e-35,3.5902241389503457e-63
4.695373586666205e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.1905875954399942e-39,1.0981248275354593e-22,8.5100751791855271e-47,4.3479064240880081e-34,4.0365987749932761e-77,4.1440407326049336e-13,2.530506892870831e-66,4.144040727408289e-13,2.4927710254008266e-45,4.5917253142441152e-45,7.1376718846276184e-64,8.2760993570192431e-65,3.5787505396311274e-33,4.4977511989562483e-52,2.2631737535521231e-11,6.700855255656352e-13,2.6825982241855178e-15,3.3294155187188224e-24,1.2333100844779415e-23,2.6825562889058316e-15,2.0372064844181365e-20,2.9317923150998719e-22,6.2238022118046101e-25,2.2135735709539297e-42,3.3759235073592853e-32,2.824361461835337e-58,1.2570030755392309e-57,5.217364499553868e-34,9.0479138972482583e-61
9.390747670872151e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.3100045506918294e-37,4.3926947479508673e-22,1.0690063674830548e-44,3.4783243194263089e-33,2.0282972342168773e-74,8.2880819072674033e-13,1.619523868833986e-64,8.2880818864808715e-13,3.9884320637491075e-44,7.3438781271144369e-44,1.7932449836295414e-61,2.0792565988003087e-62,2.8619403857258347e-32,1.4392789292425423e-50,4.526347738321176e-11,1.3401711220242472e-12,5.3652402216071009e-15,1.3312378679432676e-23,4.933218566443897e-23,5.3650713301929806e-15,8.034334332139666e-20,2.3098083046108887e-21,9.772269634189325e-24,1.3902717842830558e-40,2.7008511177874351e-31,1.8075888176840632e-56,3.1580333346404927e-55,4.1722806673829351e-33,2.2726099004132131e-58
1.8781495839284045e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.0944423415575234e-36,1.7572280448170751e-21,1.3266322177393868e-42,2.7826576278432537e-32,1.0069208066253078e-71,1.6576164265409504e-12,1.0364942883674164e-62,1.6576164182263708e-12,6.3814849881891189e-43,1.1741011460082647e-42,4.4510484759519611e-59,5.1609480116501267e-60,2.2878577394769141e-31,4.6056823198147011e-49,9.0526956820664352e-11,2.6803423146059594e-12,1.073066129263834e-14,5.3207288146972347e-23,1.9732697743900341e-22,1.0729976820458708e-14,3.1256566414346922e-19,1.7930098182823245e-20,1.5155851583422844e-22,8.6257597603696183e-39,2.1608536243535961e-30,1.1568533791124867e-54,7.8385197982213123e-53,3.335249353037541e-32,5.6378022265723286e-56
3.756299217610783e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3461102867825897e-35,7.030024939637739e-21,1.6039817971175854e-40,2.2261229717505734e-31,4.8705402727153225e-69,3.3152329016960715e-12,6.6335498662439489e-61,3.3152328684380084e-12,1.0210354763477002e-41,1.8756263565747384e-41,1.0764407127910771e-56,1.2481151964481373e-57,1.8275805731721806e-30,1.473811628799191e-47,1.8105391466385567e-10,5.3606846984275531e-12,2.1462094219980224e-14,2.1249207656589321e-22,7.8929374131558244e-22,2.14592894549666e-14,1.1849619195870793e-18,1.3530287268480669e-19,2.2894156655846884e-21,5.2134242853779575e-37,1.7289395461606254e-29,7.4038165130931133e-53,1.8956194387687642e-50,2.6640878663517959e-31,1.3619292946479522e-53
5.634448851293161e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652031361,0.11866996575337942,0.022821567689033772,0.0,1.2307093565472814e-34,1.4940338695623439e-20,1.0311069590917273e-39,6.6087972318612667e-31,4.0847046679621236e-68,4.9728493803773592e-12,3.7663305675708486e-60,4.9728493097047174e-12,3.8627807544906584e-41,7.1457796756650047e-41,7.9676540965278243e-56,9.2383478603043907e-57,5.2213013975921418e-30,6.8752862605300493e-47,2.7158087147533308e-10,8.0410270809073164e-12,3.2194157193561319e-14,4.5105149448396785e-22,1.6772283775888273e-21,3.2188103766660517e-14,2.4279139476331144e-18,3.7426073528042607e-19,8.2014726164056754e-21,2.8536682841082025e-36,4.9440850333042234e-29,4.1402704527518029e-52,1.4031000515931636e-49,7.6108838324954199e-31,1.0128294497222696e-52
9.390748118657917e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727633385609,0.1186699655689888,0.02282156768635343,0.0,9.4450359084189158e-34,4.1315274482314406e-20,4.2135271896208028e-38,3.095691152266953e-30,5.1990423690738788e-66,8.2880823518454716e-12,1.0124885279788601e-58,8.2880821564584348e-12,3.0485338488875372e-40,5.8587391163987453e-40,5.7118336808679522e-54,6.6226589584571522e-55,2.3933778855818975e-29,9.2132550148506902e-46,4.526347809714326e-10,1.3401711840502603e-11,5.366107444870622e-14,1.2435157912394115e-21,4.6368946810461307e-21,5.3643739284452528e-14,6.1470906987147772e-18,1.564781103149203e-18,5.7624228027085635e-20,6.7357568401839885e-35,2.2726092084109463e-28,9.5260715195009401e-51,1.0058020138153111e-47,3.4883514862332787e-30,8.8474403479583112e-51
1.2771417459286198e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727616604433,0.11866996540303727,0.022821567683941123,0.0,2.5981680307423947e-33,7.3580611583337447e-20,1.9446593580625235e-37,7.1436092995745804e-30,2.8273813779262474e-65,1.1271792037559096e-11,4.3963544049817576e-58,1.1271791689635515e-11,8.5551647303924703e-40,1.7060735386737246e-39,2.8885530028187238e-53,3.3491414126912125e-54,5.3798211338816039e-29,3.0578055885939185e-45,6.1558329618442891e-10,1.8226328119806408e-11,7.2983726062708604e-14,2.2102033868403251e-21,8.2567603252419024e-21,7.2952201440292221e-14,1.0338668341839824e-17,3.3437790626277521e-18,1.5228931227041241e-19,2.7798134778812788e-34,5.1161870893972721e-28,3.6407803302046823e-50,5.0864073943495978e-47,7.8406212831655852e-30,5.3106181486918205e-50
1.6152086799914479e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727599823256,0.11866996523708573,0.022821567681528817,0.0,5.8442443942742388e-33,1.1487514123522528e-19,6.6387668114987329e-37,1.3754566188625093e-29,1.2750555476973989e-64,1.4255501735329712e-11,1.3312171281378712e-57,1.4255501192221195e-11,1.9587524461384978e-39,3.8987926605403445e-39,1.1396648942606783e-52,1.3213842617527227e-53,1.0153086001913546e-28,8.2163308714579952e-45,7.7853180786899114e-10,2.3050944394524633e-11,9.2309125601949666e-14,3.4436750138995747e-21,1.2888643331004418e-20,9.2258959806447676e-14,1.5271827248130867e-17,5.9955781473607793e-18,3.2813073541235099e-19,8.0807958227328014e-34,9.6709585219990587e-28,1.1354971582557295e-49,2.0067893137157221e-46,1.4796298462162333e-29,1.9548440617550678e-49
1.953275614054276e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758304208,0.11866996507113421,0.02282156767911651,0.0,1.1219162667317991e-32,1.6470047004786401e-19,1.8201691498513972e-36,2.3386107345593277e-29,4.2422209053278088e-64,1.7239211444488863e-11,3.4559743403284608e-57,1.7239210665910081e-11,3.8196799284367103e-39,7.6993127120673166e-39,3.4481936647428637e-52,3.9979855624991255e-53,1.6946989762888247e-28,1.8176426483459236e-44,9.4148031622057344e-10,2.787556066491425e-11,1.1163724986848691e-13,4.9279230758434357e-21,1.8476430942484042e-20,1.1156410889494625e-13,2.0801535133488902e-17,9.5502195299781496e-18,6.0608451566798461e-19,2.0057373101009237e-33,1.6166142115165228e-27,2.8229450124775239e-49,6.0716941181914356e-46,2.4695727736246148e-29,6.1651332950626839e-49
2.6294094821799323e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479727,0.11866996473923117,0.022821567674291894,0.0,2.8957881910334572e-32,2.8380972568132693e-19,8.2588057633175495e-36,5.1706772669588312e-29,2.4356702785401233e-63,2.320663088877608e-11,1.5286422355092921e-56,2.3206629547389287e-11,1.0141067008360435e-38,2.1476900173182267e-38,1.7600326911910334e-51,2.0406146944322419e-52,3.6098758135980321e-28,5.7188459221499829e-44,1.2673773253229388e-09,3.7524793195827156e-11,1.5030004056724281e-13,8.4647792167180247e-21,3.1831775831957633e-20,1.5017073752584503e-13,3.2970666673260274e-17,1.8890059935631297e-17,1.4735391348736002e-18,8.1116430310166185e-33,3.4517658326736795e-27,1.0404137254046715e-48,3.0990185833515715e-45,5.2599272235605647e-29,4.237454628410744e-48
