Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
5.9605200431059904e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999694,0.1186699660299624,0.022821567693054243,0.0,2.133473141146735e-54,1.7703063409454753e-30,2.1206622285325088e-72,8.899663195872551e-46,1.632992466475631e-110,5.260631616343914e-17,1.0612387388693052e-89,5.2606316163429816e-17,6.48192859811508e-61,1.511992517868866e-59,2.268399091730187e-93,2.630203571634492e-94,6.45894558014561e-44,4.78591418085222e-71,2.872975343858981e-15,8.506369370489945e-17,3.405384900713208e-19,5.369787083361636e-32,1.9883402417382966e-31,3.405384896015563e-19,2.3183532341579996e-28,2.952433655924224e-34,3.581398135034053e-39,2.0862547781349455e-64,6.913333885504872e-44,3.273003698573898e-61,1.0688886619604201e-45,3.9948642888626673e-87,1.9842811736499064e-90,1.7888345637498985e-31,3.046151406615816e-75,4.430083580775144e-85
1.1926218644025279e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799994,0.11866996602995947,0.022821567693054202,0.0,3.416337109714145e-53,7.085838929274835e-30,1.388190219374392e-70,7.126948500922285e-45,4.275387882791262e-108,1.0525833720626233e-16,6.80242542735218e-88,1.0525833720622506e-16,1.038235071252686e-59,2.422003356973714e-58,2.9695874549012845e-91,3.443229878354764e-92,5.1710837519269785e-43,2.590690622451231e-69,5.748446756651292e-15,1.7020129157461456e-16,6.813728437672941e-19,2.1493142279480113e-31,7.958542726626785e-31,6.813728418870107e-19,9.279442913938736e-28,2.363738687202414e-33,2.9305028903672136e-38,6.829317071280388e-63,5.534870721583421e-43,1.0486527431638581e-59,8.557608533580608e-45,5.229722984020201e-85,2.5991544300692266e-88,7.160000085818486e-31,1.9519798032161916e-73,4.791400507832254e-83
2.3857615845863856e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998806,0.11866996602995361,0.022821567693054115,0.0,5.468364494316858e-52,2.8352585561924305e-29,9.264796827627613e-69,5.704447389167238e-44,1.1411082153396926e-105,2.1056237929192854e-16,4.356914502292946e-86,2.1056237929177944e-16,1.662077824210689e-58,3.8774590747077137e-57,3.963229117156408e-89,4.595355116835438e-90,4.13843855525927e-42,1.506649417839149e-67,1.1499389582231747e-14,3.404764873140394e-16,1.3630415525722943e-18,8.600056424807414e-31,3.184453735211368e-30,1.3630415450487024e-18,3.712976405470379e-27,1.891703826377198e-32,2.4464617279700614e-37,2.2796248672351492e-61,4.4295787538166697e-42,3.3577495671208376e-58,6.848687558332951e-44,6.979619454637683e-83,3.470634141275356e-86,2.8649326622495708e-30,1.2500467280701317e-71,5.569387265492309e-81
4.772041024954101e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997623,0.1186699660299419,0.022821567693053945,0.0,8.75116354354098e-51,1.1342880524043099e-28,6.411230625258758e-67,4.564713628482667e-43,3.1573185866821735e-103,4.2117046346334024e-16,2.7895016791665325e-84,4.2117046346274376e-16,2.660046092044764e-57,6.2057379593538355e-56,5.483634848145244e-87,6.358262087353989e-88,3.311379546983947e-41,9.157653956543411e-66,2.3001275233376008e-14,6.810268787928672e-16,2.7263789758345603e-18,3.44058249322317e-30,1.2739888503500547e-29,2.7263789457352177e-18,1.4854247646988387e-26,1.5136416565192673e-31,2.1194405004822434e-36,7.891756071092746e-60,3.544336037096437e-41,1.0748050832562208e-56,5.479990440984854e-43,9.657197001986358e-81,4.805180048846238e-84,1.1461596138881873e-29,8.002760729652243e-70,6.76777093192035e-79
9.544599905689531e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995253,0.11866996602991847,0.022821567693053605,0.0,1.4003285533062607e-49,4.537521549641493e-28,4.718191456640833e-65,3.652233245389839e-42,9.2881821605263e-101,8.423866318064809e-16,1.785625598963898e-82,8.423866318040949e-16,4.256651086775183e-56,9.930623359064378e-55,8.067602662726913e-85,9.354366854952683e-86,2.649355060670442e-40,5.705616927122282e-64,4.6005046535597894e-14,1.3621276617504365e-15,5.45305384496855e-18,1.376344942672037e-29,5.096370126010876e-29,5.453053724560778e-18,5.942122059764313e-26,1.2110141892165129e-30,1.9547726732133816e-35,2.906415835983256e-58,2.8357381034482214e-40,3.439867111020932e-55,4.3844083620148064e-42,1.42078073973349e-78,7.076008176666784e-82,4.5850115547580596e-29,5.1225110102335366e-68,8.431507758309474e-77
1.9089717667160392e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999051,0.11866996602987162,0.022821567693052925,0.0,2.2406394106517865e-48,1.815082533588051e-27,3.806296244504094e-63,2.92197154352236e-41,2.9945238255875136e-98,1.6848189684940316e-15,1.1429106427983408e-80,1.6848189684844864e-15,6.81110363893959e-55,1.5890150403190113e-53,1.3008918851650448e-82,1.5083811640346236e-83,2.119584487308026e-39,3.601833579377789e-62,9.201258913977522e-14,2.7243292276652277e-15,1.0906403673677536e-17,5.505603291400593e-29,2.0386309843154594e-28,1.0906403192022008e-17,2.3768970779613658e-25,9.688347616809497e-30,1.9783928755303673e-34,1.1737605941773688e-56,2.2686982482471466e-39,1.1008170701534572e-53,3.5076927934481127e-41,2.2909929864386728e-76,1.1424067519223227e-79,1.8340792241268805e-28,3.2785892068853304e-66,1.0644122672555156e-74
3.8179953190102114e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981036,0.1186699660297779,0.02282156769305156,0.0,3.5851134295714463e-47,7.260478309197346e-27,3.442710608143606e-61,2.337651214167987e-40,1.082298881405984e-95,3.3696836418742094e-15,7.314980954688615e-79,3.369683641836028e-15,1.0898135341470924e-53,2.5425159377432464e-52,2.3516707639358204e-80,2.726756852846734e-81,1.695707549092955e-38,2.289170568907642e-60,1.8402767434706391e-13,5.4487323594934236e-15,2.1813103692884997e-17,2.202285719076843e-28,8.154689696321136e-28,2.1813101766184942e-17,9.507394046104302e-25,7.750500753786194e-29,2.245923525764682e-33,5.315402635886522e-55,1.8150017863033273e-38,3.522588721034349e-52,2.8062201840752226e-40,4.141513336406457e-74,2.067998875854212e-77,7.336465941415322e-28,2.0982837253039436e-64,1.3529146881885856e-72
7.636042423598555e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962085,0.11866996602959048,0.022821567693048838,0.0,5.736251832548156e-46,2.904221234676257e-26,3.4916591816428393e-59,1.8701505606589556e-39,4.38678748123544e-93,6.7394129886548705e-15,4.681700711239042e-77,6.739412988502146e-15,1.743731212192909e-52,4.0680978073876294e-51,4.767342799059527e-78,5.527722965222866e-79,1.356581675449052e-37,1.4598485894813049e-58,3.680578447573777e-13,1.089753862314427e-14,4.362650517866118e-17,8.809229262751487e-28,3.2619089412625116e-27,4.36264974714728e-17,3.802686174771112e-24,6.199896149032371e-28,2.8577037929541493e-32,2.698749239237884e-53,1.4520188329140395e-37,1.1271466499052044e-50,2.2450017369487933e-39,8.395738508641113e-72,4.197377201269214e-75,2.934616056056063e-27,1.3428055917493704e-62,1.725509722397253e-70
1.5272136632775244e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992418,0.11866996602921565,0.022821567693043388,0.0,9.178052956164922e-45,1.1616946966497743e-25,3.883255702241467e-57,1.4961322797600474e-38,1.9502310224303991e-90,1.3478871682297421e-14,2.9963245684303394e-75,1.3478871681686521e-14,2.7899935713583695e-51,6.509010520106481e-50,1.0599384928181486e-75,1.2289962044421027e-76,1.0852710384905416e-36,9.325053088433379e-57,7.361181855609508e-13,2.1795151150423773e-14,8.725331394128522e-17,3.523707046962117e-27,1.3047701175828355e-26,8.725328310989722e-17,1.5208341580538356e-23,4.9590216933442866e-27,3.983237121635711e-31,1.5020256117761798e-51,1.1616222335672212e-36,3.606242007638017e-49,1.7960103608771472e-38,1.8666510684112973e-69,9.340360809142367e-73,1.1738522545411283e-26,8.59247496402294e-61,2.2043646923052856e-68
3.054432505112862e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984837,0.11866996602846595,0.02282156769303249,0.0,1.4684904741194491e-43,4.646792955672185e-25,4.594341692931732e-55,1.1969105489796491e-37,9.225638893271421e-88,2.6957789069907424e-14,1.917659260467836e-73,2.6957789067463817e-14,4.464008573635464e-50,1.041444783773409e-48,2.5073791062567766e-73,2.9073000697321967e-74,8.682182198451178e-36,5.9606541791200526e-55,1.4722388670998782e-12,4.3590376204894026e-14,1.7450695464382729e-16,1.409484338763203e-26,5.219092980528546e-26,1.7450683129814692e-16,6.081368615480622e-23,3.9657503484046444e-26,5.900434767400015e-30,8.89018768956632e-50,9.293009826138837e-36,1.153579496307951e-47,1.4368098538428031e-37,4.4157288196049394e-67,2.210738801934179e-70,4.695419851981965e-26,5.497208640306952e-59,2.8180592631197e-66
6.108870188783538e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679696753,0.11866996602696658,0.022821567693010695,0.0,2.3495799569384106e-42,1.8587214253757843e-24,5.637064705795277e-53,9.575303175126187e-37,4.5267562627894064e-85,5.391562384642706e-14,1.2273055933021192e-71,5.39156238366526e-14,7.14242865789405e-49,1.6663102249724567e-47,6.151962544242625e-71,7.13318514178676e-72,6.945737071720329e-35,3.8103770237789856e-53,2.9444802299048605e-12,8.71808263134795e-14,3.4901432886192046e-16,5.637928007861768e-26,2.087639236663636e-25,3.4901383532029836e-16,2.430965194488114e-22,3.170241113270593e-25,9.057801518704375e-29,5.455605089599949e-48,7.434425900251319e-35,3.688755307984049e-46,1.1494452717094877e-36,1.0834176351394526e-64,5.4257229283511475e-68,1.8781694432022266e-25,3.5156615728645794e-57,3.602854978629418e-64
1.2217745556124889e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767939352,0.11866996602396783,0.022821567692967105,0.0,3.7593036017772113e-41,7.434905438054038e-24,7.052053901823048e-51,7.660249865530317e-36,2.2649486861052318e-82,1.0783129340466483e-13,7.854767208421021e-70,1.0783129336556695e-13,1.1427897332622897e-47,2.666082706363427e-46,1.5391185135380033e-68,1.7846037076780362e-69,5.556563393546199e-34,2.434563068345642e-51,5.888962954423331e-12,1.7436172652923048e-13,6.980294493801376e-16,2.2551594240781463e-25,8.350557374844045e-25,6.980274739476052e-16,9.711207300481782e-22,2.532419518660189e-24,1.4171168618495964e-27,3.4130618172275522e-46,5.947556328661648e-34,1.1786731731704752e-44,9.195499929968654e-36,2.710528212130812e-62,1.3576001252881782e-65,7.512675462784988e-25,2.24675457614828e-55,4.603810002821098e-62
2.443549629080759e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678787047,0.11866996601797034,0.022821567692879925,0.0,6.0148007390980244e-40,2.973975084616261e-23,8.903131374269393e-49,6.128202521968813e-35,1.1437257030364752e-79,2.1566263254193428e-13,5.027054253022087e-68,2.1566263238554277e-13,1.8284643405533324e-46,4.265681374968092e-45,3.8860955588517753e-66,4.505915412230865e-67,4.445203747557496e-33,1.5534288713040956e-49,1.1777928399094294e-11,3.4872352695505225e-13,1.396061185360172e-15,9.020534862673969e-25,3.340220107007082e-24,1.3960532735373735e-15,3.874393243620049e-21,2.019918091779386e-23,2.2369027251950068e-26,2.154632056318521e-44,4.75806467948143e-33,3.7607250082197696e-43,7.356292170984922e-35,6.843758079554336e-60,3.427827324657836e-63,3.0050654712461922e-24,1.433751342651609e-53,5.87481136489669e-60
4.8870997760172994e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775741,0.11866996600597535,0.022821567692705564,0.0,9.623403379144689e-39,1.189599724827952e-22,1.1268916688925429e-46,4.902562588390476e-34,5.790486099414122e-77,4.313253108996486e-13,3.217315231281292e-66,4.3132531027408283e-13,2.925543075342292e-45,6.824921337158236e-44,9.83736385075613e-64,1.140638310766368e-64,3.556085874512207e-32,9.883949970919298e-48,2.3555859270972327e-11,6.974471277839751e-13,2.7921306896460765e-15,3.608129960379918e-24,1.3360851313706885e-23,2.7920989620826767e-15,1.5417432434012283e-20,1.60637578253686e-22,3.5394918650738833e-25,1.3636137645192532e-42,3.806480812182922e-32,1.1964233606366533e-41,5.884858032212403e-34,1.7324412506571677e-57,8.676417319776846e-61,1.2020218442552772e-23,9.122988897468364e-52,7.475083138140168e-58
9.77420006989038e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675148213,0.11866996598198537,0.02282156769235684,0.0,1.5396551916373193e-37,4.758474201279397e-22,1.4221892994564199e-44,3.9220495294451294e-33,2.923200766885235e-74,8.62650667947775e-13,2.0590812366681586e-64,8.626506654455168e-13,4.680867478013495e-44,1.0919312913363358e-42,2.483073819944409e-61,2.8791094274317415e-62,2.8447445186145553e-31,6.253053701950872e-46,4.711172094487279e-11,1.3948943293509385e-12,5.584294242437295e-15,1.4431844567849065e-23,5.344315959993455e-23,5.58416669683709e-15,6.10377879129548e-20,1.2700275440759098e-21,5.583822599571698e-24,8.604517807072744e-41,3.045229681296265e-31,3.784331234792076e-40,4.707604008809207e-33,4.3728706179042815e-55,2.1894676974546074e-58,4.8080514771129023e-23,5.771799814575771e-50,9.456136799392489e-56
1.954840065763654e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670296433,0.11866996593400542,0.022821567691659394,0.0,2.4631620612986554e-36,1.903448005121678e-21,1.77748882481698e-42,3.1376381757309076e-32,1.4614878237651514e-71,1.7253013833747987e-12,1.3178109640796086e-62,1.7253013733657998e-12,7.489381860789226e-43,1.7469125633673053e-41,6.207079363113272e-59,7.197049372978752e-60,2.275596634256073e-30,3.9117158803189206e-44,9.422344401325133e-11,2.789788732121341e-12,1.116872275178323e-14,5.772196991567654e-23,2.137706477028416e-22,1.1168207598609368e-14,2.3923806211772944e-19,9.925903834321413e-21,8.722897361304291e-23,5.3766541041452474e-39,2.4362535008247743e-30,1.1834839375818415e-38,3.7656308797280507e-32,1.0930970621323164e-52,5.470087178967354e-56,1.923191642262639e-22,3.6107173692694e-48,1.1825811606058476e-53
3.9096801833128864e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766059288,0.1186699658380455,0.0228215676902645,0.0,3.940143274412232e-35,7.614232783787006e-21,2.175829723281187e-40,2.5101079914480666e-31,7.157011834162633e-69,3.4506028195517566e-12,8.433975827989923e-61,3.4506027795160267e-12,1.1982990254507942e-41,2.7944921894488574e-40,1.51975858258791e-56,1.7621345975300333e-57,1.8201588933341664e-29,2.3943146003559155e-42,1.8844688903231879e-10,5.579577536208074e-12,2.2338009848823335e-14,2.308446105052624e-22,8.550666146871313e-22,2.233591114407011e-14,9.197869243077585e-19,7.586410272780491e-20,1.334476239296807e-21,3.290231957110595e-37,1.9491083940766355e-29,3.6207294670099985e-37,3.0117809741754248e-31,2.6763006545035424e-50,1.3378035632888882e-53,7.692534531663951e-22,2.210103635312172e-46,1.446432162828421e-51
5.864520300862119e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650889324,0.11866996574208558,0.022821567688869605,0.0,1.4500895620329015e-34,1.6180862889439908e-20,1.4035197537106538e-39,7.4518787327191086e-31,6.018341998579512e-68,5.175904261051222e-12,4.7885589638985145e-60,5.175904175975915e-12,4.533404861528282e-41,1.0653049828583325e-39,1.1282947106031226e-55,1.3082365623593841e-56,5.20399396545658e-29,1.3225509008478552e-41,2.826703329336967e-10,8.369366338840734e-12,3.3507750206183264e-14,4.904812680609319e-22,1.8169930774404005e-21,3.350323644430862e-14,1.9024067884534132e-18,2.1135045563171822e-19,4.808621183277372e-21,1.8081130457896945e-36,5.573398178792214e-29,1.6651240406007526e-36,8.610622774881857e-31,1.986917661356997e-49,9.97831079621476e-53,1.6346294957471922e-21,1.2208016484273463e-45,9.367916156812983e-51
9.774200535960583e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763148221,0.11866996555016575,0.022821567686079815,0.0,1.1152924182165367e-33,4.47393310977037e-20,5.848426067197745e-38,3.49060982468604e-30,7.814326426218312e-66,8.626507165340173e-12,1.287291256980588e-58,8.626506930134353e-12,3.5777975214047328e-40,8.756935904595407e-39,8.249550400403625e-54,9.565038429251565e-55,2.3908364613940726e-28,3.0536760528771998e-40,4.711172162656944e-10,1.3948943938290165e-11,5.584921168822523e-14,1.3555837172334964e-21,5.023284031519724e-21,5.5836374166787815e-14,4.921825170609678e-18,9.007678885580004e-19,3.4416456076336714e-20,4.3513463111950616e-35,2.56153803187189e-28,2.2456360438377666e-35,3.95547270070941e-30,1.4526651068071294e-47,8.893117769174518e-51,4.519026717495874e-21,2.8187769560092124e-44,3.745116093665268e-49
1.3292912747549202e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761401581,0.1186699653774379,0.022821567683569004,0.0,3.0710652696050836e-33,7.967189795248213e-20,2.715305937171907e-37,8.05492640116402e-30,4.267264414187863e-65,1.1732049796395997e-11,5.589584541491142e-58,1.1732049377567243e-11,1.0040451977195656e-39,2.5534701304964426e-38,4.192709550545474e-53,4.8612433975182375e-54,5.380842552358228e-28,1.2116827761202249e-39,6.407194076532097e-10,1.897056377309697e-11,7.59582372533409e-14,2.413358804659355e-21,8.94478292439082e-21,7.593497615425684e-14,8.392738400696866e-18,1.9449104592961746e-18,9.171131806094256e-20,1.8085627715269594e-34,5.766244933285396e-28,7.762774660009388e-35,8.901669500327837e-30,7.382842938822388e-47,5.370573015312171e-50,8.046760765250774e-21,1.1184795774994928e-43,1.6659194962667187e-48
1.681162495913782e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072759654941,0.11866996520471008,0.022821567681058193,0.0,6.915593404023521e-33,1.2437539573521753e-19,9.317837555704793e-37,1.5509255914814887e-29,1.933592755813744e-64,1.4837592445652082e-11,1.6925278795634068e-57,1.4837591791859447e-11,2.2988179826152115e-39,5.841855748492384e-38,1.662438349280965e-52,1.9275112618294948e-53,1.0168345866626868e-27,3.6678272663480295e-39,8.103215952182565e-10,2.399218360293134e-11,9.606919396634285e-14,3.766446191442092e-21,1.3962621111359344e-20,9.603228480862325e-14,1.2557984606042758e-17,3.522714586401388e-18,1.9930366353850822e-19,5.286155298216491e-34,1.0899040286279635e-27,1.994565290665427e-34,1.6820651259816732e-29,2.927305099570903e-46,1.9848073319610976e-49,1.256065524312327e-20,3.3857102776829203e-43,5.844933387440115e-48
